Orthogroup	Acer_catalpifolium-Sapindales-Sapindaceae-Acer.prot	Acer_pseudosieboldianum-Sapindales-Sapindaceae-Acer.prot	Acer_saccharum-Sapindales-Sapindaceae-Acer.prot	Acer_saccharum-Sapindales-Sapindaceae-Acer240417.prot	Acer_yangbiense-Sapindales-Sapindaceae-Acer240417.prot
OG0000000	GWHPASIS001068, GWHPASIS001204, GWHPASIS001258, GWHPASIS001259, GWHPASIS001343, GWHPASIS001379, GWHPASIS001573, GWHPASIS001584, GWHPASIS002000, GWHPASIS002001, GWHPASIS002715, GWHPASIS002716, GWHPASIS002724, GWHPASIS002909, GWHPASIS003551, GWHPASIS003857, GWHPASIS003858, GWHPASIS004945, GWHPASIS005071, GWHPASIS005072, GWHPASIS005143, GWHPASIS005232, GWHPASIS005255, GWHPASIS005260, GWHPASIS005261, GWHPASIS005418, GWHPASIS005474, GWHPASIS005475, GWHPASIS005500, GWHPASIS005501, GWHPASIS005659, GWHPASIS005660, GWHPASIS005661, GWHPASIS005761, GWHPASIS005788, GWHPASIS005789, GWHPASIS005803, GWHPASIS005871, GWHPASIS005873, GWHPASIS005921, GWHPASIS005965, GWHPASIS005980, GWHPASIS006020, GWHPASIS006021, GWHPASIS006072, GWHPASIS006073, GWHPASIS006114, GWHPASIS006129, GWHPASIS006131, GWHPASIS006132, GWHPASIS006186, GWHPASIS006187, GWHPASIS006336, GWHPASIS006479, GWHPASIS006480, GWHPASIS006711, GWHPASIS006712, GWHPASIS006780, GWHPASIS006781, GWHPASIS007420, GWHPASIS007516, GWHPASIS007517, GWHPASIS007803, GWHPASIS007804, GWHPASIS008094, GWHPASIS008195, GWHPASIS008358, GWHPASIS008359, GWHPASIS008360, GWHPASIS008502, GWHPASIS008503, GWHPASIS008552, GWHPASIS008553, GWHPASIS008606, GWHPASIS008607, GWHPASIS008614, GWHPASIS008615, GWHPASIS008750, GWHPASIS008778, GWHPASIS008841, GWHPASIS008842, GWHPASIS008843, GWHPASIS008863, GWHPASIS008902, GWHPASIS009081, GWHPASIS009180, GWHPASIS009266, GWHPASIS009515, GWHPASIS009516, GWHPASIS009541, GWHPASIS009773, GWHPASIS010093, GWHPASIS010226, GWHPASIS010227, GWHPASIS011030, GWHPASIS011031, GWHPASIS011384, GWHPASIS011385, GWHPASIS011453, GWHPASIS011869, GWHPASIS012191, GWHPASIS012421, GWHPASIS012536, GWHPASIS012537, GWHPASIS012539, GWHPASIS012806, GWHPASIS012807, GWHPASIS012856, GWHPASIS012857, GWHPASIS012874, GWHPASIS012943, GWHPASIS013139, GWHPASIS013140, GWHPASIS013610, GWHPASIS013943, GWHPASIS013953, GWHPASIS015322, GWHPASIS015323, GWHPASIS015707, GWHPASIS015748, GWHPASIS015799, GWHPASIS015933, GWHPASIS015934, GWHPASIS015936, GWHPASIS015937, GWHPASIS016126, GWHPASIS016194, GWHPASIS016217, GWHPASIS016258, GWHPASIS016793, GWHPASIS016795, GWHPASIS016796, GWHPASIS016797, GWHPASIS016914, GWHPASIS016915, GWHPASIS017321, GWHPASIS017322, GWHPASIS017345, GWHPASIS017346, GWHPASIS017372, GWHPASIS018169, GWHPASIS018599, GWHPASIS018849, GWHPASIS018872, GWHPASIS018873, GWHPASIS018922, GWHPASIS018932, GWHPASIS018945, GWHPASIS019018, GWHPASIS019019, GWHPASIS019058, GWHPASIS019066, GWHPASIS019144, GWHPASIS019145, GWHPASIS019179, GWHPASIS019418, GWHPASIS019495, GWHPASIS019636, GWHPASIS019637, GWHPASIS019677, GWHPASIS019720, GWHPASIS019764, GWHPASIS019870, GWHPASIS020090, GWHPASIS020091, GWHPASIS020263, GWHPASIS020264, GWHPASIS020956, GWHPASIS020957, GWHPASIS020959, GWHPASIS021052, GWHPASIS022287, GWHPASIS022288, GWHPASIS022513, GWHPASIS022773, GWHPASIS022774, GWHPASIS022888, GWHPASIS023071, GWHPASIS023455, GWHPASIS023456, GWHPASIS023589, GWHPASIS023590, GWHPASIS023729, GWHPASIS023730, GWHPASIS023786, GWHPASIS023787, GWHPASIS023885, GWHPASIS024119, GWHPASIS024257, GWHPASIS024258, GWHPASIS024857, GWHPASIS025223, GWHPASIS025224, GWHPASIS025481, GWHPASIS025482, GWHPASIS025506, GWHPASIS025507, GWHPASIS025508, GWHPASIS025943, GWHPASIS025944, GWHPASIS026064, GWHPASIS026258, GWHPASIS026259, GWHPASIS026353, GWHPASIS026466, GWHPASIS026498, GWHPASIS026696, GWHPASIS026877, GWHPASIS027071, GWHPASIS027273, GWHPASIS027274, GWHPASIS027439, GWHPASIS028161, GWHPASIS029355, GWHPASIS029357, GWHPASIS029472, GWHPASIS030074, GWHPASIS030110, GWHPASIS030111, GWHPASIS030370, GWHPASIS030513, GWHPASIS030714, GWHPASIS030781, GWHPASIS030857, GWHPASIS030970, GWHPASIS031016, GWHPASIS031017, GWHPASIS031042, GWHPASIS031043, GWHPASIS031262, GWHPASIS031264, GWHPASIS031353, GWHPASIS031354, GWHPASIS031375, GWHPASIS031420, GWHPASIS031425, GWHPASIS031467, GWHPASIS031468, GWHPASIS031469, GWHPASIS031711, GWHPASIS031987, GWHPASIS032050, GWHPASIS032051, GWHPASIS033421, GWHPASIS033422, GWHPASIS033502, GWHPASIS033585, GWHPASIS033731, GWHPASIS033779, GWHPASIS033787, GWHPASIS033788, GWHPASIS033789, GWHPASIS033855, GWHPASIS033856, GWHPASIS034437	GWHPBECT000796, GWHPBECT027146, GWHPBECT032396	GWHPBECT000796, GWHPBECT027146, GWHPBECT032396	KAK1563328.1, KAK1572274.1, KAK1575147.1, KAK1576467.1, KAK1576787.1, KAK1577086.1, KAK1577134.1, KAK1578559.1, KAK1586241.1, KAK1586368.1, KAK1588764.1	
OG0000001	GWHPASIS000549, GWHPASIS008844, GWHPASIS019342, GWHPASIS019877, GWHPASIS026614	GWHPBECT004051	GWHPBECT004051	KAK1550938.1, KAK1560733.1, KAK1563370.1, KAK1565686.1, KAK1566900.1, KAK1571577.1, KAK1583246.1, KAK1586278.1	TXG46363.1, TXG46618.1, TXG47157.1, TXG48140.1, TXG48157.1, TXG48193.1, TXG48232.1, TXG48338.1, TXG48501.1, TXG48504.1, TXG48799.1, TXG48810.1, TXG48811.1, TXG49106.1, TXG49744.1, TXG49748.1, TXG50706.1, TXG51369.1, TXG51384.1, TXG51391.1, TXG51438.1, TXG51528.1, TXG51640.1, TXG52986.1, TXG53035.1, TXG53056.1, TXG53062.1, TXG53075.1, TXG53122.1, TXG53141.1, TXG53188.1, TXG53199.1, TXG53376.1, TXG53423.1, TXG53668.1, TXG54000.1, TXG54079.1, TXG54199.1, TXG54301.1, TXG54366.1, TXG54824.1, TXG55458.1, TXG56336.1, TXG56665.1, TXG56744.1, TXG56754.1, TXG56835.1, TXG57050.1, TXG57113.1, TXG57141.1, TXG57142.1, TXG57368.1, TXG57427.1, TXG57474.1, TXG57559.1, TXG57629.1, TXG57799.1, TXG57821.1, TXG57878.1, TXG58077.1, TXG58188.1, TXG58190.1, TXG59698.1, TXG60126.1, TXG60171.1, TXG60247.1, TXG60307.1, TXG60319.1, TXG60460.1, TXG60476.1, TXG60503.1, TXG60547.1, TXG60558.1, TXG60685.1, TXG60689.1, TXG60811.1, TXG60914.1, TXG60939.1, TXG61000.1, TXG61024.1, TXG61030.1, TXG61207.1, TXG61726.1, TXG62009.1, TXG62055.1, TXG62425.1, TXG63385.1, TXG63523.1, TXG63781.1, TXG63812.1, TXG63840.1, TXG63929.1, TXG64073.1, TXG64196.1, TXG64205.1, TXG64273.1, TXG64575.1, TXG64630.1, TXG64847.1, TXG66079.1, TXG66314.1, TXG67034.1, TXG67077.1, TXG67121.1, TXG67205.1, TXG68181.1, TXG68377.1, TXG68535.1, TXG68543.1, TXG68547.1, TXG69259.1, TXG69315.1, TXG69340.1, TXG69365.1, TXG69525.1, TXG69631.1, TXG69859.1, TXG70048.1, TXG70052.1, TXG70055.1, TXG70059.1, TXG70163.1, TXG70165.1, TXG70272.1, TXG71930.1, TXG72139.1, TXG72251.1, TXG72483.1, TXG72489.1, TXG72490.1, TXG72509.1, TXG72589.1, TXG72599.1, TXG72600.1, TXG72946.1, TXG72967.1, TXG73106.1, TXG73180.1, TXG73181.1, TXG73278.1, TXG73339.1, TXG73460.1, TXG73549.1, TXG73559.1, TXG73661.1, TXG73753.1, TXG73888.1, TXG73942.1
OG0000002	GWHPASIS000073, GWHPASIS000207, GWHPASIS000208, GWHPASIS000220, GWHPASIS000365, GWHPASIS000442, GWHPASIS000566, GWHPASIS000818, GWHPASIS000859, GWHPASIS001527, GWHPASIS001528, GWHPASIS001556, GWHPASIS002431, GWHPASIS002474, GWHPASIS002475, GWHPASIS003245, GWHPASIS003246, GWHPASIS003410, GWHPASIS003711, GWHPASIS003823, GWHPASIS005581, GWHPASIS005604, GWHPASIS005608, GWHPASIS005654, GWHPASIS005663, GWHPASIS005868, GWHPASIS006017, GWHPASIS006248, GWHPASIS006577, GWHPASIS006578, GWHPASIS008621, GWHPASIS008706, GWHPASIS008782, GWHPASIS009099, GWHPASIS009337, GWHPASIS009550, GWHPASIS010034, GWHPASIS012395, GWHPASIS012453, GWHPASIS012569, GWHPASIS012671, GWHPASIS012735, GWHPASIS012739, GWHPASIS013275, GWHPASIS015825, GWHPASIS015879, GWHPASIS016017, GWHPASIS016018, GWHPASIS016044, GWHPASIS016064, GWHPASIS016067, GWHPASIS016161, GWHPASIS016169, GWHPASIS016170, GWHPASIS016348, GWHPASIS016429, GWHPASIS016430, GWHPASIS018416, GWHPASIS018866, GWHPASIS018908, GWHPASIS019054, GWHPASIS019077, GWHPASIS019108, GWHPASIS019185, GWHPASIS019186, GWHPASIS019288, GWHPASIS019529, GWHPASIS019541, GWHPASIS019616, GWHPASIS019661, GWHPASIS019702, GWHPASIS019726, GWHPASIS019819, GWHPASIS022682, GWHPASIS022981, GWHPASIS022985, GWHPASIS023299, GWHPASIS023335, GWHPASIS023353, GWHPASIS023440, GWHPASIS023526, GWHPASIS023603, GWHPASIS023604, GWHPASIS023770, GWHPASIS024293, GWHPASIS024329, GWHPASIS024330, GWHPASIS026121, GWHPASIS026190, GWHPASIS026257, GWHPASIS026280, GWHPASIS026296, GWHPASIS026370, GWHPASIS026458, GWHPASIS026463, GWHPASIS026536, GWHPASIS026559, GWHPASIS026607, GWHPASIS026608, GWHPASIS026784, GWHPASIS026844, GWHPASIS026845, GWHPASIS026846, GWHPASIS026919, GWHPASIS026943, GWHPASIS027085, GWHPASIS027197, GWHPASIS031049, GWHPASIS031050, GWHPASIS031066, GWHPASIS031242, GWHPASIS031369, GWHPASIS031380, GWHPASIS031381, GWHPASIS031447, GWHPASIS031546, GWHPASIS031717, GWHPASIS031718, GWHPASIS031739, GWHPASIS033401, GWHPASIS033651, GWHPASIS034700, GWHPASIS034701	Null	Null	KAK1549859.1, KAK1551658.1	
OG0000003	GWHPASIS025007	GWHPBECT000636, GWHPBECT003226, GWHPBECT004043, GWHPBECT005024, GWHPBECT007107, GWHPBECT018950, GWHPBECT019045, GWHPBECT019351, GWHPBECT019442, GWHPBECT031008, GWHPBECT032005	GWHPBECT000636, GWHPBECT003226, GWHPBECT004043, GWHPBECT005024, GWHPBECT007107, GWHPBECT018950, GWHPBECT019045, GWHPBECT019351, GWHPBECT019442, GWHPBECT031008, GWHPBECT032005	KAK1550613.1, KAK1550949.1, KAK1551025.1, KAK1551031.1, KAK1551687.1, KAK1551760.1, KAK1551929.1, KAK1552449.1, KAK1553822.1, KAK1553823.1, KAK1553862.1, KAK1554007.1, KAK1554591.1, KAK1554732.1, KAK1554868.1, KAK1555038.1, KAK1555246.1, KAK1555694.1, KAK1555843.1, KAK1555936.1, KAK1556046.1, KAK1557267.1, KAK1557629.1, KAK1558274.1, KAK1558308.1, KAK1558315.1, KAK1558847.1, KAK1559096.1, KAK1559692.1, KAK1559705.1, KAK1561191.1, KAK1561842.1, KAK1562282.1, KAK1562405.1, KAK1562785.1, KAK1562924.1, KAK1563061.1, KAK1563327.1, KAK1563337.1, KAK1563413.1, KAK1563647.1, KAK1563747.1, KAK1563881.1, KAK1563904.1, KAK1564326.1, KAK1564523.1, KAK1564852.1, KAK1565150.1, KAK1565186.1, KAK1565713.1, KAK1567163.1, KAK1567581.1, KAK1568798.1, KAK1568807.1, KAK1568970.1, KAK1569022.1, KAK1569079.1, KAK1570704.1, KAK1571406.1, KAK1575844.1, KAK1575889.1, KAK1575959.1, KAK1576224.1, KAK1576232.1, KAK1576376.1, KAK1577423.1, KAK1577523.1, KAK1577656.1, KAK1577997.1, KAK1578035.1, KAK1578445.1, KAK1578749.1, KAK1580997.1, KAK1581734.1, KAK1583598.1, KAK1583787.1, KAK1584217.1, KAK1586328.1, KAK1586357.1, KAK1586409.1, KAK1586417.1, KAK1586619.1, KAK1587454.1, KAK1587483.1, KAK1587809.1, KAK1587938.1, KAK1588714.1, KAK1589209.1, KAK1589529.1, KAK1590980.1, KAK1591060.1, KAK1591067.1, KAK1591587.1, KAK1591649.1, KAK1591797.1, KAK1591982.1, KAK1593017.1	TXG60521.1
OG0000004	GWHPASIS000163, GWHPASIS001056, GWHPASIS001057, GWHPASIS001214, GWHPASIS001852, GWHPASIS001855, GWHPASIS001875, GWHPASIS001889, GWHPASIS001983, GWHPASIS001985, GWHPASIS002369, GWHPASIS002375, GWHPASIS003210, GWHPASIS003211, GWHPASIS003414, GWHPASIS003455, GWHPASIS003713, GWHPASIS003923, GWHPASIS003924, GWHPASIS005680, GWHPASIS005718, GWHPASIS005720, GWHPASIS007171, GWHPASIS009062, GWHPASIS009064, GWHPASIS009067, GWHPASIS009068, GWHPASIS009069, GWHPASIS009072, GWHPASIS009076, GWHPASIS009087, GWHPASIS009174, GWHPASIS009179, GWHPASIS009214, GWHPASIS012024, GWHPASIS012528, GWHPASIS012541, GWHPASIS012555, GWHPASIS012556, GWHPASIS012709, GWHPASIS016030, GWHPASIS016054, GWHPASIS016063, GWHPASIS016071, GWHPASIS016072, GWHPASIS016074, GWHPASIS016079, GWHPASIS016094, GWHPASIS016095, GWHPASIS016109, GWHPASIS018786, GWHPASIS019024, GWHPASIS019092, GWHPASIS019098, GWHPASIS019159, GWHPASIS019164, GWHPASIS019167, GWHPASIS019453, GWHPASIS019586, GWHPASIS019596, GWHPASIS019602, GWHPASIS019610, GWHPASIS019641, GWHPASIS022997, GWHPASIS022998, GWHPASIS023007, GWHPASIS023014, GWHPASIS023017, GWHPASIS023394, GWHPASIS023398, GWHPASIS023399, GWHPASIS023403, GWHPASIS023404, GWHPASIS023406, GWHPASIS023424, GWHPASIS023433, GWHPASIS023466, GWHPASIS023467, GWHPASIS023472, GWHPASIS023476, GWHPASIS023733, GWHPASIS026148, GWHPASIS026305, GWHPASIS026357, GWHPASIS026359, GWHPASIS026363, GWHPASIS026366, GWHPASIS026367, GWHPASIS026372, GWHPASIS026428, GWHPASIS026929, GWHPASIS026930, GWHPASIS026937, GWHPASIS026938, GWHPASIS026984, GWHPASIS026993, GWHPASIS027178, GWHPASIS031371, GWHPASIS031401, GWHPASIS031402, GWHPASIS031406, GWHPASIS031408, GWHPASIS031411, GWHPASIS031412, GWHPASIS031421, GWHPASIS031432, GWHPASIS031536, GWHPASIS033362, GWHPASIS033375, GWHPASIS033381, GWHPASIS034654	GWHPBECT005368, GWHPBECT005539, GWHPBECT007867, GWHPBECT025346	GWHPBECT005368, GWHPBECT005539, GWHPBECT007867, GWHPBECT025346	KAK1577624.1	
OG0000005	GWHPASIS000078, GWHPASIS000221, GWHPASIS000613, GWHPASIS000742, GWHPASIS001153, GWHPASIS001154, GWHPASIS001529, GWHPASIS001530, GWHPASIS001531, GWHPASIS001607, GWHPASIS001608, GWHPASIS001609, GWHPASIS001612, GWHPASIS001613, GWHPASIS002056, GWHPASIS002440, GWHPASIS003113, GWHPASIS003168, GWHPASIS003459, GWHPASIS003460, GWHPASIS003464, GWHPASIS003465, GWHPASIS003466, GWHPASIS003742, GWHPASIS003829, GWHPASIS005264, GWHPASIS005265, GWHPASIS005628, GWHPASIS005629, GWHPASIS005630, GWHPASIS005690, GWHPASIS005741, GWHPASIS005908, GWHPASIS006192, GWHPASIS006193, GWHPASIS006344, GWHPASIS006345, GWHPASIS006346, GWHPASIS006423, GWHPASIS006424, GWHPASIS006579, GWHPASIS006580, GWHPASIS008854, GWHPASIS009056, GWHPASIS009149, GWHPASIS009193, GWHPASIS009538, GWHPASIS009539, GWHPASIS009581, GWHPASIS009609, GWHPASIS010257, GWHPASIS012594, GWHPASIS012738, GWHPASIS013225, GWHPASIS013228, GWHPASIS013957, GWHPASIS013958, GWHPASIS015427, GWHPASIS016019, GWHPASIS016020, GWHPASIS016021, GWHPASIS016043, GWHPASIS018831, GWHPASIS018981, GWHPASIS018986, GWHPASIS019150, GWHPASIS019151, GWHPASIS019284, GWHPASIS019612, GWHPASIS019709, GWHPASIS019714, GWHPASIS019911, GWHPASIS022931, GWHPASIS022947, GWHPASIS022979, GWHPASIS022980, GWHPASIS023097, GWHPASIS023252, GWHPASIS023371, GWHPASIS023391, GWHPASIS023460, GWHPASIS023649, GWHPASIS023650, GWHPASIS023715, GWHPASIS024048, GWHPASIS026122, GWHPASIS026161, GWHPASIS026162, GWHPASIS026163, GWHPASIS026279, GWHPASIS026537, GWHPASIS026625, GWHPASIS026774, GWHPASIS027086, GWHPASIS027406, GWHPASIS027407, GWHPASIS027712, GWHPASIS030332, GWHPASIS030692, GWHPASIS030842, GWHPASIS030935, GWHPASIS031009, GWHPASIS031010, GWHPASIS031363, GWHPASIS031364, GWHPASIS031365, GWHPASIS031454, GWHPASIS031559, GWHPASIS031651, GWHPASIS031828, GWHPASIS033343, GWHPASIS033508, GWHPASIS033509, GWHPASIS033510, GWHPASIS034046, GWHPASIS034254	Null	Null	KAK1555573.1, KAK1575345.1	
OG0000006	GWHPASIS025991	Null	Null	Null	TXG46269.1, TXG46314.1, TXG46600.1, TXG46631.1, TXG46650.1, TXG47198.1, TXG47842.1, TXG48236.1, TXG48688.1, TXG49118.1, TXG50616.1, TXG50907.1, TXG51431.1, TXG51432.1, TXG52474.1, TXG53315.1, TXG53497.1, TXG53540.1, TXG53604.1, TXG53899.1, TXG53906.1, TXG54069.1, TXG54509.1, TXG55930.1, TXG55956.1, TXG56303.1, TXG57205.1, TXG57334.1, TXG57360.1, TXG57424.1, TXG57425.1, TXG57683.1, TXG57778.1, TXG57779.1, TXG57853.1, TXG58561.1, TXG58779.1, TXG58780.1, TXG58781.1, TXG58782.1, TXG59014.1, TXG59015.1, TXG60551.1, TXG62100.1, TXG62565.1, TXG63372.1, TXG63524.1, TXG63903.1, TXG63948.1, TXG64035.1, TXG64154.1, TXG64879.1, TXG64888.1, TXG65023.1, TXG65024.1, TXG65717.1, TXG65718.1, TXG65924.1, TXG66906.1, TXG66907.1, TXG66908.1, TXG66959.1, TXG67190.1, TXG67208.1, TXG67366.1, TXG67548.1, TXG67555.1, TXG67654.1, TXG67782.1, TXG67820.1, TXG68351.1, TXG68352.1, TXG68356.1, TXG68564.1, TXG68897.1, TXG69279.1, TXG69573.1, TXG69605.1, TXG70043.1, TXG70083.1, TXG70305.1, TXG70306.1, TXG70309.1, TXG70312.1, TXG70317.1, TXG70321.1, TXG70323.1, TXG70325.1, TXG70326.1, TXG70375.1, TXG70380.1, TXG70381.1, TXG70384.1, TXG70385.1, TXG70553.1, TXG70681.1, TXG70682.1, TXG71057.1, TXG71060.1, TXG71854.1, TXG72390.1, TXG72391.1, TXG72397.1, TXG72546.1, TXG72974.1, TXG74142.1, TXG74143.1, TXG74339.1
OG0000007	Null	GWHPBECT001709, GWHPBECT001890, GWHPBECT001936, GWHPBECT002598, GWHPBECT005168, GWHPBECT005230, GWHPBECT005268, GWHPBECT005331, GWHPBECT005482, GWHPBECT005511, GWHPBECT005567, GWHPBECT008110, GWHPBECT009165, GWHPBECT010521, GWHPBECT010779, GWHPBECT010784, GWHPBECT011510, GWHPBECT013371, GWHPBECT013468, GWHPBECT013897, GWHPBECT015906, GWHPBECT015908, GWHPBECT016176, GWHPBECT016338, GWHPBECT016799, GWHPBECT019302, GWHPBECT019641, GWHPBECT019712, GWHPBECT019789, GWHPBECT019861, GWHPBECT021372, GWHPBECT021392, GWHPBECT023589, GWHPBECT024726, GWHPBECT024786, GWHPBECT024790, GWHPBECT024843, GWHPBECT025029, GWHPBECT025184, GWHPBECT028638, GWHPBECT028731, GWHPBECT028873, GWHPBECT028973, GWHPBECT029077, GWHPBECT029104, GWHPBECT029129, GWHPBECT029631, GWHPBECT029892, GWHPBECT030238, GWHPBECT032318	GWHPBECT001709, GWHPBECT001890, GWHPBECT001936, GWHPBECT002598, GWHPBECT005168, GWHPBECT005230, GWHPBECT005268, GWHPBECT005331, GWHPBECT005482, GWHPBECT005511, GWHPBECT005567, GWHPBECT008110, GWHPBECT009165, GWHPBECT010521, GWHPBECT010779, GWHPBECT010784, GWHPBECT011510, GWHPBECT013371, GWHPBECT013468, GWHPBECT013897, GWHPBECT015906, GWHPBECT015908, GWHPBECT016176, GWHPBECT016338, GWHPBECT016799, GWHPBECT019302, GWHPBECT019641, GWHPBECT019712, GWHPBECT019789, GWHPBECT019861, GWHPBECT021372, GWHPBECT021392, GWHPBECT023589, GWHPBECT024726, GWHPBECT024786, GWHPBECT024790, GWHPBECT024843, GWHPBECT025029, GWHPBECT025184, GWHPBECT028638, GWHPBECT028731, GWHPBECT028873, GWHPBECT028973, GWHPBECT029077, GWHPBECT029104, GWHPBECT029129, GWHPBECT029631, GWHPBECT029892, GWHPBECT030238, GWHPBECT032318	Null	
OG0000008	GWHPASIS000298, GWHPASIS000301, GWHPASIS001031, GWHPASIS001032, GWHPASIS001143, GWHPASIS001175, GWHPASIS001910, GWHPASIS001911, GWHPASIS002864, GWHPASIS003409, GWHPASIS003545, GWHPASIS003643, GWHPASIS003773, GWHPASIS003968, GWHPASIS003976, GWHPASIS004810, GWHPASIS005553, GWHPASIS005762, GWHPASIS006027, GWHPASIS006237, GWHPASIS007850, GWHPASIS008275, GWHPASIS008519, GWHPASIS008942, GWHPASIS009079, GWHPASIS009088, GWHPASIS009271, GWHPASIS009625, GWHPASIS009995, GWHPASIS010001, GWHPASIS010137, GWHPASIS010277, GWHPASIS010603, GWHPASIS011799, GWHPASIS012183, GWHPASIS012186, GWHPASIS012228, GWHPASIS012490, GWHPASIS012545, GWHPASIS012546, GWHPASIS012703, GWHPASIS012705, GWHPASIS012706, GWHPASIS012945, GWHPASIS012946, GWHPASIS013233, GWHPASIS013698, GWHPASIS013936, GWHPASIS016108, GWHPASIS016201, GWHPASIS016203, GWHPASIS016204, GWHPASIS018409, GWHPASIS018607, GWHPASIS018608, GWHPASIS018704, GWHPASIS018813, GWHPASIS018814, GWHPASIS019169, GWHPASIS019170, GWHPASIS022271, GWHPASIS022274, GWHPASIS022309, GWHPASIS022310, GWHPASIS022457, GWHPASIS022804, GWHPASIS022974, GWHPASIS023101, GWHPASIS023292, GWHPASIS023325, GWHPASIS023792, GWHPASIS023793, GWHPASIS024071, GWHPASIS025865, GWHPASIS026381, GWHPASIS026447, GWHPASIS027225, GWHPASIS027282, GWHPASIS030429, GWHPASIS030903, GWHPASIS030904, GWHPASIS031925, GWHPASIS031926, GWHPASIS032340, GWHPASIS033195, GWHPASIS033331, GWHPASIS033824, GWHPASIS033825, GWHPASIS034209, GWHPASIS034239, GWHPASIS034288	GWHPBECT007259, GWHPBECT016453	GWHPBECT007259, GWHPBECT016453	KAK1568484.1, KAK1592351.1	
