Orthogroup	Raphanus_raphanistrum-Brassicales-Brassicaceae-Raphanus.prot	Raphanus_sativus-Brassicales-Brassicaceae-Raphanus-202005.prot	Raphanus_sativus-Brassicales-Brassicaceae-Raphanus-202108.prot	Raphanus_sativus-Brassicales-Brassicaceae-Raphanus-202301.prot
OG0000000	GWHPANWD017930, GWHPANWD017931, GWHPANWD017932, GWHPANWD017933, GWHPANWD017966, GWHPANWD017969, GWHPANWD017971, GWHPANWD017975, GWHPANWD017982, GWHPANWD017983, GWHPANWD017984, GWHPANWD017987, GWHPANWD017989, GWHPANWD017991, GWHPANWD017994, GWHPANWD017995, GWHPANWD018002, GWHPANWD018004, GWHPANWD018005, GWHPANWD018012, GWHPANWD018013, GWHPANWD018014, GWHPANWD018019, GWHPANWD018028, GWHPANWD018029, GWHPANWD018039, GWHPANWD018040, GWHPANWD018041, GWHPANWD018043, GWHPANWD018045, GWHPANWD018059, GWHPANWD018060, GWHPANWD018070, GWHPANWD018111, GWHPANWD018112, GWHPANWD018117, GWHPANWD018118, GWHPANWD018121, GWHPANWD018136, GWHPANWD018139, GWHPANWD018148, GWHPANWD018150, GWHPANWD018153, GWHPANWD018163, GWHPANWD018175, GWHPANWD018178, GWHPANWD018184, GWHPANWD018186, GWHPANWD019106, GWHPANWD019112, GWHPANWD019113, GWHPANWD019115, GWHPANWD019117, GWHPANWD019118, GWHPANWD019119, GWHPANWD019122, GWHPANWD019125, GWHPANWD019126, GWHPANWD019127, GWHPANWD019131, GWHPANWD019133, GWHPANWD019134, GWHPANWD019135, GWHPANWD019137, GWHPANWD019138, GWHPANWD019143, GWHPANWD019144, GWHPANWD019145, GWHPANWD019146, GWHPANWD019148, GWHPANWD019154, GWHPANWD019158, GWHPANWD019159, GWHPANWD019161, GWHPANWD019162, GWHPANWD019164, GWHPANWD019167, GWHPANWD019168, GWHPANWD019169, GWHPANWD019170, GWHPANWD019171, GWHPANWD019172, GWHPANWD019173, GWHPANWD019177, GWHPANWD019180, GWHPANWD019181, GWHPANWD019183, GWHPANWD019184, GWHPANWD019189, GWHPANWD019190, GWHPANWD019193, GWHPANWD019202, GWHPANWD019203, GWHPANWD019209, GWHPANWD019210, GWHPANWD019211, GWHPANWD019212, GWHPANWD019219, GWHPANWD019230, GWHPANWD019245, GWHPANWD019250, GWHPANWD019251, GWHPANWD019252, GWHPANWD019260, GWHPANWD019267, GWHPANWD019306, GWHPANWD019311, GWHPANWD019551, GWHPANWD019552, GWHPANWD019564, GWHPANWD019565, GWHPANWD019566, GWHPANWD019567, GWHPANWD019568, GWHPANWD019569, GWHPANWD019570, GWHPANWD019571, GWHPANWD019577, GWHPANWD019578, GWHPANWD019612, GWHPANWD019613, GWHPANWD019616, GWHPANWD019617, GWHPANWD019618, GWHPANWD019619, GWHPANWD019620, GWHPANWD019623, GWHPANWD019632, GWHPANWD019633, GWHPANWD019634, GWHPANWD019635, GWHPANWD019636, GWHPANWD019637, GWHPANWD019638, GWHPANWD019641, GWHPANWD019642, GWHPANWD019643, GWHPANWD019644, GWHPANWD019645, GWHPANWD019646, GWHPANWD019647, GWHPANWD019653, GWHPANWD019656, GWHPANWD019661, GWHPANWD019662, GWHPANWD019665, GWHPANWD019666, GWHPANWD019667, GWHPANWD019669, GWHPANWD019670, GWHPANWD019674, GWHPANWD019678, GWHPANWD019679, GWHPANWD019681, GWHPANWD019682, GWHPANWD019689, GWHPANWD019690, GWHPANWD019695, GWHPANWD019697, GWHPANWD019722, GWHPANWD019725, GWHPANWD019726, GWHPANWD019727, GWHPANWD019728, GWHPANWD019730, GWHPANWD019731, GWHPANWD019732, GWHPANWD019736, GWHPANWD019738, GWHPANWD019747, GWHPANWD019748, GWHPANWD019759, GWHPANWD019760, GWHPANWD019766, GWHPANWD019771, GWHPANWD019773, GWHPANWD019779, GWHPANWD019796, GWHPANWD040325, GWHPANWD040326, GWHPANWD040332, GWHPANWD040345, GWHPANWD040367, GWHPANWD040383, GWHPANWD040385, GWHPANWD040387, GWHPANWD040388, GWHPANWD040397, GWHPANWD040413, GWHPANWD040423, GWHPANWD040427	Null	GWHPANWD017930, GWHPANWD017931, GWHPANWD017932, GWHPANWD017933, GWHPANWD017966, GWHPANWD017969, GWHPANWD017971, GWHPANWD017975, GWHPANWD017982, GWHPANWD017983, GWHPANWD017984, GWHPANWD017987, GWHPANWD017989, GWHPANWD017991, GWHPANWD017994, GWHPANWD017995, GWHPANWD018002, GWHPANWD018004, GWHPANWD018005, GWHPANWD018012, GWHPANWD018013, GWHPANWD018014, GWHPANWD018019, GWHPANWD018028, GWHPANWD018029, GWHPANWD018039, GWHPANWD018040, GWHPANWD018041, GWHPANWD018043, GWHPANWD018045, GWHPANWD018059, GWHPANWD018060, GWHPANWD018070, GWHPANWD018111, GWHPANWD018112, GWHPANWD018117, GWHPANWD018118, GWHPANWD018121, GWHPANWD018136, GWHPANWD018139, GWHPANWD018148, GWHPANWD018150, GWHPANWD018153, GWHPANWD018163, GWHPANWD018175, GWHPANWD018178, GWHPANWD018184, GWHPANWD018186, GWHPANWD019106, GWHPANWD019112, GWHPANWD019113, GWHPANWD019115, GWHPANWD019117, GWHPANWD019118, GWHPANWD019119, GWHPANWD019122, GWHPANWD019125, GWHPANWD019126, GWHPANWD019127, GWHPANWD019131, GWHPANWD019133, GWHPANWD019134, GWHPANWD019135, GWHPANWD019137, GWHPANWD019138, GWHPANWD019143, GWHPANWD019144, GWHPANWD019145, GWHPANWD019146, GWHPANWD019148, GWHPANWD019154, GWHPANWD019158, GWHPANWD019159, GWHPANWD019161, GWHPANWD019162, GWHPANWD019164, GWHPANWD019167, GWHPANWD019168, GWHPANWD019169, GWHPANWD019170, GWHPANWD019171, GWHPANWD019172, GWHPANWD019173, GWHPANWD019177, GWHPANWD019180, GWHPANWD019181, GWHPANWD019183, GWHPANWD019184, GWHPANWD019189, GWHPANWD019190, GWHPANWD019193, GWHPANWD019202, GWHPANWD019203, GWHPANWD019209, GWHPANWD019210, GWHPANWD019211, GWHPANWD019212, GWHPANWD019219, GWHPANWD019230, GWHPANWD019245, GWHPANWD019250, GWHPANWD019251, GWHPANWD019252, GWHPANWD019260, GWHPANWD019267, GWHPANWD019306, GWHPANWD019311, GWHPANWD019551, GWHPANWD019552, GWHPANWD019564, GWHPANWD019565, GWHPANWD019566, GWHPANWD019567, GWHPANWD019568, GWHPANWD019569, GWHPANWD019570, GWHPANWD019571, GWHPANWD019577, GWHPANWD019578, GWHPANWD019612, GWHPANWD019613, GWHPANWD019616, GWHPANWD019617, GWHPANWD019618, GWHPANWD019619, GWHPANWD019620, GWHPANWD019623, GWHPANWD019632, GWHPANWD019633, GWHPANWD019634, GWHPANWD019635, GWHPANWD019636, GWHPANWD019637, GWHPANWD019638, GWHPANWD019641, GWHPANWD019642, GWHPANWD019643, GWHPANWD019644, GWHPANWD019645, GWHPANWD019646, GWHPANWD019647, GWHPANWD019653, GWHPANWD019656, GWHPANWD019661, GWHPANWD019662, GWHPANWD019665, GWHPANWD019666, GWHPANWD019667, GWHPANWD019669, GWHPANWD019670, GWHPANWD019674, GWHPANWD019678, GWHPANWD019679, GWHPANWD019681, GWHPANWD019682, GWHPANWD019689, GWHPANWD019690, GWHPANWD019695, GWHPANWD019697, GWHPANWD019722, GWHPANWD019725, GWHPANWD019726, GWHPANWD019727, GWHPANWD019728, GWHPANWD019730, GWHPANWD019731, GWHPANWD019732, GWHPANWD019736, GWHPANWD019738, GWHPANWD019747, GWHPANWD019748, GWHPANWD019759, GWHPANWD019760, GWHPANWD019766, GWHPANWD019771, GWHPANWD019773, GWHPANWD019779, GWHPANWD019796, GWHPANWD040325, GWHPANWD040326, GWHPANWD040332, GWHPANWD040345, GWHPANWD040367, GWHPANWD040383, GWHPANWD040385, GWHPANWD040387, GWHPANWD040388, GWHPANWD040397, GWHPANWD040413, GWHPANWD040423, GWHPANWD040427	
OG0000001	GWHPANWD001258, GWHPANWD001563, GWHPANWD001592, GWHPANWD002306, GWHPANWD003706, GWHPANWD004420, GWHPANWD004450, GWHPANWD004910, GWHPANWD005225, GWHPANWD005643, GWHPANWD006715, GWHPANWD006912, GWHPANWD007093, GWHPANWD007766, GWHPANWD007828, GWHPANWD009957, GWHPANWD010288, GWHPANWD011294, GWHPANWD011717, GWHPANWD011928, GWHPANWD012250, GWHPANWD012618, GWHPANWD014175, GWHPANWD016169, GWHPANWD016886, GWHPANWD020126, GWHPANWD020142, GWHPANWD020320, GWHPANWD021000, GWHPANWD021268, GWHPANWD021499, GWHPANWD021922, GWHPANWD021955, GWHPANWD021957, GWHPANWD022365, GWHPANWD023188, GWHPANWD023300, GWHPANWD023514, GWHPANWD023577, GWHPANWD025068, GWHPANWD025234, GWHPANWD026159, GWHPANWD026295, GWHPANWD026552, GWHPANWD027268, GWHPANWD027273, GWHPANWD027700, GWHPANWD027982, GWHPANWD028003, GWHPANWD028681, GWHPANWD029609, GWHPANWD029872, GWHPANWD033254, GWHPANWD033653, GWHPANWD035140, GWHPANWD035401, GWHPANWD035585, GWHPANWD036789, GWHPANWD039833, GWHPANWD042979, GWHPANWD042983, GWHPANWD043616, GWHPANWD044028, GWHPANWD046650, GWHPANWD047276, GWHPANWD048076, GWHPANWD048332, GWHPANWD048539, GWHPANWD049932, GWHPANWD050612, GWHPANWD051802, GWHPANWD051825, GWHPANWD052587, GWHPANWD053379, GWHPANWD055185, GWHPANWD055260, GWHPANWD055271, GWHPANWD055541, GWHPANWD056042, GWHPANWD056585	Rs495240	GWHPANWD001258, GWHPANWD001563, GWHPANWD001592, GWHPANWD002306, GWHPANWD003706, GWHPANWD004420, GWHPANWD004450, GWHPANWD004910, GWHPANWD005225, GWHPANWD005643, GWHPANWD006715, GWHPANWD006912, GWHPANWD007093, GWHPANWD007766, GWHPANWD007828, GWHPANWD009957, GWHPANWD010288, GWHPANWD011294, GWHPANWD011717, GWHPANWD011928, GWHPANWD012250, GWHPANWD012618, GWHPANWD014175, GWHPANWD016169, GWHPANWD016886, GWHPANWD020126, GWHPANWD020142, GWHPANWD020320, GWHPANWD021000, GWHPANWD021268, GWHPANWD021499, GWHPANWD021922, GWHPANWD021955, GWHPANWD021957, GWHPANWD022365, GWHPANWD023188, GWHPANWD023300, GWHPANWD023514, GWHPANWD023577, GWHPANWD025068, GWHPANWD025234, GWHPANWD026159, GWHPANWD026295, GWHPANWD026552, GWHPANWD027268, GWHPANWD027273, GWHPANWD027700, GWHPANWD027982, GWHPANWD028003, GWHPANWD028681, GWHPANWD029609, GWHPANWD029872, GWHPANWD033254, GWHPANWD033653, GWHPANWD035140, GWHPANWD035401, GWHPANWD035585, GWHPANWD036789, GWHPANWD039833, GWHPANWD042979, GWHPANWD042983, GWHPANWD043616, GWHPANWD044028, GWHPANWD046650, GWHPANWD047276, GWHPANWD048076, GWHPANWD048332, GWHPANWD048539, GWHPANWD049932, GWHPANWD050612, GWHPANWD051802, GWHPANWD051825, GWHPANWD052587, GWHPANWD053379, GWHPANWD055185, GWHPANWD055260, GWHPANWD055271, GWHPANWD055541, GWHPANWD056042, GWHPANWD056585	
OG0000002	GWHPANWD040373	Null	GWHPANWD040373	GWHPCBIT001064, GWHPCBIT004422, GWHPCBIT004423, GWHPCBIT008607, GWHPCBIT008612, GWHPCBIT008614, GWHPCBIT008616, GWHPCBIT008624, GWHPCBIT008632, GWHPCBIT037100, GWHPCBIT037115, GWHPCBIT037130, GWHPCBIT037133, GWHPCBIT037135, GWHPCBIT037141, GWHPCBIT037143, GWHPCBIT037147, GWHPCBIT037148, GWHPCBIT037152, GWHPCBIT037155, GWHPCBIT037157, GWHPCBIT037159, GWHPCBIT037162, GWHPCBIT037175, GWHPCBIT037177, GWHPCBIT037178, GWHPCBIT037183, GWHPCBIT037185, GWHPCBIT037188, GWHPCBIT037190, GWHPCBIT037192, GWHPCBIT037193, GWHPCBIT037195, GWHPCBIT037198, GWHPCBIT037201, GWHPCBIT037203, GWHPCBIT037205, GWHPCBIT037209, GWHPCBIT037212, GWHPCBIT037214, GWHPCBIT037216, GWHPCBIT037219, GWHPCBIT037222, GWHPCBIT037224, GWHPCBIT037227, GWHPCBIT037232, GWHPCBIT037234, GWHPCBIT037236, GWHPCBIT037240, GWHPCBIT037243, GWHPCBIT037244, GWHPCBIT037245, GWHPCBIT037246, GWHPCBIT037247, GWHPCBIT037250, GWHPCBIT037255, GWHPCBIT037260, GWHPCBIT037263, GWHPCBIT037266, GWHPCBIT037268, GWHPCBIT037273, GWHPCBIT037276, GWHPCBIT037280, GWHPCBIT037282, GWHPCBIT037286, GWHPCBIT037297, GWHPCBIT037300, GWHPCBIT037302, GWHPCBIT037306, GWHPCBIT037310, GWHPCBIT037312, GWHPCBIT037317, GWHPCBIT037324, GWHPCBIT037327, GWHPCBIT037331, GWHPCBIT037334, GWHPCBIT037337, GWHPCBIT037339, GWHPCBIT037342, GWHPCBIT037344, GWHPCBIT037348, GWHPCBIT037350, GWHPCBIT037353, GWHPCBIT037388, GWHPCBIT037391, GWHPCBIT037393, GWHPCBIT037395, GWHPCBIT037401, GWHPCBIT037405, GWHPCBIT037420, GWHPCBIT037422, GWHPCBIT037425, GWHPCBIT037427, GWHPCBIT037436, GWHPCBIT037437, GWHPCBIT037438, GWHPCBIT037440, GWHPCBIT037442, GWHPCBIT037444, GWHPCBIT037447, GWHPCBIT037450, GWHPCBIT037453, GWHPCBIT037458, GWHPCBIT037461, GWHPCBIT037464, GWHPCBIT037480, GWHPCBIT037482, GWHPCBIT037484, GWHPCBIT037486, GWHPCBIT040078, GWHPCBIT040079, GWHPCBIT040081, GWHPCBIT040083, GWHPCBIT040085
OG0000003	GWHPANWD017925, GWHPANWD017947, GWHPANWD017951, GWHPANWD017963, GWHPANWD017977, GWHPANWD017986, GWHPANWD017992, GWHPANWD018015, GWHPANWD018018, GWHPANWD018024, GWHPANWD018030, GWHPANWD018033, GWHPANWD018054, GWHPANWD018069, GWHPANWD018144, GWHPANWD018146, GWHPANWD018182, GWHPANWD018201, GWHPANWD019140, GWHPANWD019174, GWHPANWD019187, GWHPANWD019254, GWHPANWD019287, GWHPANWD019297, GWHPANWD019299, GWHPANWD019308, GWHPANWD019317, GWHPANWD019338, GWHPANWD019358, GWHPANWD019363, GWHPANWD019376, GWHPANWD019611, GWHPANWD019677, GWHPANWD019687, GWHPANWD040321, GWHPANWD040341, GWHPANWD040369	Null	GWHPANWD017925, GWHPANWD017947, GWHPANWD017951, GWHPANWD017963, GWHPANWD017977, GWHPANWD017986, GWHPANWD017992, GWHPANWD018015, GWHPANWD018018, GWHPANWD018024, GWHPANWD018030, GWHPANWD018033, GWHPANWD018054, GWHPANWD018069, GWHPANWD018144, GWHPANWD018146, GWHPANWD018182, GWHPANWD018201, GWHPANWD019140, GWHPANWD019174, GWHPANWD019187, GWHPANWD019254, GWHPANWD019287, GWHPANWD019297, GWHPANWD019299, GWHPANWD019308, GWHPANWD019317, GWHPANWD019338, GWHPANWD019358, GWHPANWD019363, GWHPANWD019376, GWHPANWD019611, GWHPANWD019677, GWHPANWD019687, GWHPANWD040321, GWHPANWD040341, GWHPANWD040369	
OG0000004	GWHPANWD018034, GWHPANWD018036, GWHPANWD018042, GWHPANWD018044, GWHPANWD018055, GWHPANWD018056, GWHPANWD018061, GWHPANWD018062, GWHPANWD018063, GWHPANWD018126, GWHPANWD018127, GWHPANWD018128, GWHPANWD018129, GWHPANWD018130, GWHPANWD018147, GWHPANWD018149, GWHPANWD018189, GWHPANWD019099, GWHPANWD019102, GWHPANWD019105, GWHPANWD019108, GWHPANWD019278, GWHPANWD019553, GWHPANWD019598, GWHPANWD019602, GWHPANWD019603, GWHPANWD019607, GWHPANWD019651, GWHPANWD019660, GWHPANWD019768, GWHPANWD019792, GWHPANWD019802, GWHPANWD040331, GWHPANWD040399	Null	GWHPANWD018034, GWHPANWD018036, GWHPANWD018042, GWHPANWD018044, GWHPANWD018055, GWHPANWD018056, GWHPANWD018061, GWHPANWD018062, GWHPANWD018063, GWHPANWD018126, GWHPANWD018127, GWHPANWD018128, GWHPANWD018129, GWHPANWD018130, GWHPANWD018147, GWHPANWD018149, GWHPANWD018189, GWHPANWD019099, GWHPANWD019102, GWHPANWD019105, GWHPANWD019108, GWHPANWD019278, GWHPANWD019553, GWHPANWD019598, GWHPANWD019602, GWHPANWD019603, GWHPANWD019607, GWHPANWD019651, GWHPANWD019660, GWHPANWD019768, GWHPANWD019792, GWHPANWD019802, GWHPANWD040331, GWHPANWD040399	
OG0000005	GWHPANWD003811, GWHPANWD003890, GWHPANWD017907, GWHPANWD018372, GWHPANWD023692, GWHPANWD023696, GWHPANWD023896, GWHPANWD023935, GWHPANWD040692, GWHPANWD041004, GWHPANWD041265, GWHPANWD041830, GWHPANWD042004, GWHPANWD046700, GWHPANWD046773, GWHPANWD047657, GWHPANWD047671, GWHPANWD047705, GWHPANWD047818, GWHPANWD053934, GWHPANWD054248, GWHPANWD054294	Rs031050, Rs081000, Rs090410, Rs239710, Rs331360, Rs337100, Rs367890, Rs470420, Rs503210, Rs508840, Rs517690, Rs540390, Rs553760, Rs553810, Rs556610, Rs557510, Rs558010, Rs559180, Rs574710, Rs581120	GWHPANWD003811, GWHPANWD003890, GWHPANWD017907, GWHPANWD018372, GWHPANWD023692, GWHPANWD023696, GWHPANWD023896, GWHPANWD023935, GWHPANWD040692, GWHPANWD041004, GWHPANWD041265, GWHPANWD041830, GWHPANWD042004, GWHPANWD046700, GWHPANWD046773, GWHPANWD047657, GWHPANWD047671, GWHPANWD047705, GWHPANWD047818, GWHPANWD053934, GWHPANWD054248, GWHPANWD054294	GWHPCBIT008669
OG0000006	GWHPANWD002223, GWHPANWD002327, GWHPANWD004389, GWHPANWD006005, GWHPANWD009014, GWHPANWD009015, GWHPANWD011861, GWHPANWD011862, GWHPANWD011863, GWHPANWD011865, GWHPANWD029835, GWHPANWD030082, GWHPANWD042951, GWHPANWD048898, GWHPANWD052855, GWHPANWD055376, GWHPANWD055377, GWHPANWD055378, GWHPANWD056561	Rs046300, Rs054050, Rs229830, Rs270950, Rs326670, Rs343330, Rs347250, Rs375500, Rs448360, Rs483830, Rs520300	GWHPANWD002223, GWHPANWD002327, GWHPANWD004389, GWHPANWD006005, GWHPANWD009014, GWHPANWD009015, GWHPANWD011861, GWHPANWD011862, GWHPANWD011863, GWHPANWD011865, GWHPANWD029835, GWHPANWD030082, GWHPANWD042951, GWHPANWD048898, GWHPANWD052855, GWHPANWD055376, GWHPANWD055377, GWHPANWD055378, GWHPANWD056561	GWHPCBIT005090, GWHPCBIT007334, GWHPCBIT011641, GWHPCBIT021119, GWHPCBIT021308, GWHPCBIT024369, GWHPCBIT025572, GWHPCBIT027041, GWHPCBIT027120, GWHPCBIT031352, GWHPCBIT033836, GWHPCBIT035385, GWHPCBIT036340, GWHPCBIT038375
OG0000007	GWHPANWD002203, GWHPANWD004390, GWHPANWD008243, GWHPANWD008609, GWHPANWD012711, GWHPANWD013136, GWHPANWD013143, GWHPANWD014518, GWHPANWD016783, GWHPANWD023429, GWHPANWD027318, GWHPANWD029382, GWHPANWD030461, GWHPANWD031632, GWHPANWD032605, GWHPANWD033310, GWHPANWD033311, GWHPANWD033333, GWHPANWD034010, GWHPANWD036191, GWHPANWD036692, GWHPANWD042300, GWHPANWD043185, GWHPANWD046697, GWHPANWD047281, GWHPANWD050436, GWHPANWD052273, GWHPANWD053612, GWHPANWD055191	Rs067310, Rs089230, Rs158690, Rs476870	GWHPANWD002203, GWHPANWD004390, GWHPANWD008243, GWHPANWD008609, GWHPANWD012711, GWHPANWD013136, GWHPANWD013143, GWHPANWD014518, GWHPANWD016783, GWHPANWD023429, GWHPANWD027318, GWHPANWD029382, GWHPANWD030461, GWHPANWD031632, GWHPANWD032605, GWHPANWD033310, GWHPANWD033311, GWHPANWD033333, GWHPANWD034010, GWHPANWD036191, GWHPANWD036692, GWHPANWD042300, GWHPANWD043185, GWHPANWD046697, GWHPANWD047281, GWHPANWD050436, GWHPANWD052273, GWHPANWD053612, GWHPANWD055191	
OG0000008	GWHPANWD000866, GWHPANWD002456, GWHPANWD002457, GWHPANWD006943, GWHPANWD006945, GWHPANWD011073, GWHPANWD012017, GWHPANWD012774, GWHPANWD015052, GWHPANWD015053, GWHPANWD015865, GWHPANWD016976, GWHPANWD027302, GWHPANWD027303, GWHPANWD027304, GWHPANWD029019, GWHPANWD031567, GWHPANWD031568, GWHPANWD031712, GWHPANWD033762, GWHPANWD037529, GWHPANWD044705	Rs027260, Rs027270, Rs067740, Rs078560, Rs085320, Rs136930, Rs144530, Rs215560, Rs234620, Rs258640, Rs259260, Rs281010, Rs299890, Rs344680, Rs393850	GWHPANWD000866, GWHPANWD002456, GWHPANWD002457, GWHPANWD006943, GWHPANWD006945, GWHPANWD011073, GWHPANWD012017, GWHPANWD012774, GWHPANWD015052, GWHPANWD015053, GWHPANWD015865, GWHPANWD016976, GWHPANWD027302, GWHPANWD027303, GWHPANWD027304, GWHPANWD029019, GWHPANWD031567, GWHPANWD031568, GWHPANWD031712, GWHPANWD033762, GWHPANWD037529, GWHPANWD044705	GWHPCBIT002217, GWHPCBIT016531
