Orthogroup	Reticulofenestra_parvula-Haptophytes-1.prot	Reticulofenestra_parvula-Haptophytes-2.prot	Reticulofenestra_parvula-Haptophytes-3.prot	Reticulofenestra_parvula-Haptophytes-4.prot
OG0000000	rna-XM_005756070.1_R9, rna-XM_005756106.1_R0, rna-XM_005757474.1_R7, rna-XM_005759367.1_R0, rna-XM_005759367.1_R7, rna-XM_005759367.1_R9, rna-XM_005760018.1_R0, rna-XM_005761146.1_R4, rna-XM_005763776.1_R7, rna-XM_005765445.1_R3, rna-XM_005765571.1_R1, rna-XM_005771522.1_R9, rna-XM_005771757.1_R2, rna-XM_005771767.1_R3, rna-XM_005771767.1_R5, rna-XM_005772215.1_R2, rna-XM_005772215.1_R8, rna-XM_005772845.1_R0, rna-XM_005772845.1_R1, rna-XM_005772845.1_R2, rna-XM_005772845.1_R3, rna-XM_005772845.1_R4, rna-XM_005772845.1_R6, rna-XM_005772845.1_R7, rna-XM_005774231.1_R2, rna-XM_005774231.1_R7, rna-XM_005776508.1_R1, rna-XM_005777254.1_R0, rna-XM_005778513.1_R1, rna-XM_005778513.1_R9, rna-XM_005779510.1_R3, rna-XM_005779765.1_R5, rna-XM_005781298.1_R0, rna-XM_005783950.1_R6, rna-XM_005786994.1_R0, rna-XM_005787093.1_R3, rna-XM_005787175.1_R8, rna-XM_005790518.1_R0, rna-XM_005790518.1_R3, rna-XM_005793364.1_R0, rna-XM_005793364.1_R4, rna-XM_005793364.1_R8	rna-XM_005756106.1_R0, rna-XM_005756742.1_R0, rna-XM_005757352.1_R1, rna-XM_005760018.1_R0, rna-XM_005763540.1_R6, rna-XM_005771522.1_R2, rna-XM_005771522.1_R7, rna-XM_005771522.1_R8, rna-XM_005771757.1_R5, rna-XM_005771767.1_R1, rna-XM_005771767.1_R2, rna-XM_005771767.1_R6, rna-XM_005771929.1_R1, rna-XM_005772215.1_R2, rna-XM_005772215.1_R9, rna-XM_005772845.1_R0, rna-XM_005772845.1_R1, rna-XM_005772845.1_R2, rna-XM_005772845.1_R3, rna-XM_005772845.1_R4, rna-XM_005772845.1_R5, rna-XM_005772845.1_R9, rna-XM_005774231.1_R2, rna-XM_005774231.1_R5, rna-XM_005774231.1_R7, rna-XM_005774231.1_R9, rna-XM_005775461.1_R1, rna-XM_005776508.1_R1, rna-XM_005777254.1_R3, rna-XM_005778513.1_R0, rna-XM_005780131.1_R5, rna-XM_005781298.1_R0, rna-XM_005783950.1_R0, rna-XM_005783950.1_R7, rna-XM_005786994.1_R0, rna-XM_005787093.1_R6, rna-XM_005788107.1_R0, rna-XM_005790518.1_R0, rna-XM_005790518.1_R4, rna-XM_005793364.1_R0, rna-XM_005793364.1_R3	rna-XM_005756106.1_R0, rna-XM_005774231.1_R7, rna-XM_005777254.1_R3, rna-XM_005781298.1_R0, rna-XM_005793364.1_R9	rna-XM_005756106.1_R0, rna-XM_005759367.1_R9, rna-XM_005760018.1_R0, rna-XM_005763776.1_R9, rna-XM_005765571.1_R2, rna-XM_005771522.1_R2, rna-XM_005771522.1_R6, rna-XM_005771767.1_R0, rna-XM_005771767.1_R3, rna-XM_005771767.1_R6, rna-XM_005771767.1_R9, rna-XM_005772215.1_R1, rna-XM_005772215.1_R6, rna-XM_005772845.1_R0, rna-XM_005772845.1_R1, rna-XM_005772845.1_R2, rna-XM_005772845.1_R3, rna-XM_005772845.1_R4, rna-XM_005772845.1_R6, rna-XM_005774231.1_R3, rna-XM_005774231.1_R5, rna-XM_005774231.1_R9, rna-XM_005776573.1_R0, rna-XM_005777254.1_R3, rna-XM_005778513.1_R8, rna-XM_005781298.1_R0, rna-XM_005783950.1_R0, rna-XM_005783950.1_R6, rna-XM_005786994.1_R0, rna-XM_005787093.1_R5, rna-XM_005790518.1_R4, rna-XM_005793364.1_R0, rna-XM_005793364.1_R3, rna-XM_005793364.1_R5, rna-XM_005793364.1_R9
OG0000001	rna-XM_005778217.1_R5	Null	Null	rna-XM_005757557.1_R5, rna-XM_005757563.1_R5, rna-XM_005760270.1_R5, rna-XM_005761586.1_R1, rna-XM_005761586.1_R3, rna-XM_005761586.1_R9, rna-XM_005762835.1_R0, rna-XM_005762835.1_R3, rna-XM_005762835.1_R4, rna-XM_005764612.1_R3, rna-XM_005764612.1_R5, rna-XM_005764612.1_R9, rna-XM_005769257.1_R0, rna-XM_005769257.1_R4, rna-XM_005769560.1_R0, rna-XM_005769560.1_R7, rna-XM_005771300.1_R5, rna-XM_005773535.1_R2, rna-XM_005773664.1_R7, rna-XM_005773865.1_R7, rna-XM_005774594.1_R1, rna-XM_005774955.1_R0, rna-XM_005774955.1_R4, rna-XM_005774955.1_R7, rna-XM_005776192.1_R0, rna-XM_005776192.1_R1, rna-XM_005776192.1_R2, rna-XM_005776192.1_R3, rna-XM_005776192.1_R6, rna-XM_005776192.1_R9, rna-XM_005777387.1_R3, rna-XM_005777387.1_R5, rna-XM_005777387.1_R7, rna-XM_005777387.1_R8, rna-XM_005777457.1_R2, rna-XM_005777457.1_R5, rna-XM_005777464.1_R0, rna-XM_005777471.1_R7, rna-XM_005777512.1_R0, rna-XM_005777512.1_R6, rna-XM_005777516.1_R2, rna-XM_005777516.1_R6, rna-XM_005777516.1_R9, rna-XM_005778217.1_R8, rna-XM_005779232.1_R0, rna-XM_005779232.1_R1, rna-XM_005779232.1_R2, rna-XM_005779232.1_R3, rna-XM_005779232.1_R5, rna-XM_005779232.1_R6, rna-XM_005779232.1_R7, rna-XM_005779232.1_R8, rna-XM_005779674.1_R0, rna-XM_005779674.1_R1, rna-XM_005779674.1_R3, rna-XM_005780254.1_R1, rna-XM_005780254.1_R4, rna-XM_005781831.1_R1, rna-XM_005781831.1_R4, rna-XM_005781831.1_R6, rna-XM_005783998.1_R2, rna-XM_005783998.1_R3, rna-XM_005783998.1_R6, rna-XM_005784671.1_R6, rna-XM_005784671.1_R8, rna-XM_005785852.1_R0, rna-XM_005785852.1_R3, rna-XM_005785852.1_R6, rna-XM_005788735.1_R7
OG0000002	rna-XM_005757563.1_R7, rna-XM_005757563.1_R8, rna-XM_005760280.1_R8, rna-XM_005760332.1_R0, rna-XM_005761586.1_R0, rna-XM_005761586.1_R2, rna-XM_005761586.1_R7, rna-XM_005764612.1_R5, rna-XM_005764612.1_R7, rna-XM_005771300.1_R2, rna-XM_005771300.1_R8, rna-XM_005774594.1_R1, rna-XM_005776192.1_R0, rna-XM_005776192.1_R1, rna-XM_005776192.1_R2, rna-XM_005776192.1_R6, rna-XM_005776192.1_R7, rna-XM_005777387.1_R2, rna-XM_005777387.1_R3, rna-XM_005777387.1_R4, rna-XM_005777387.1_R5, rna-XM_005777387.1_R6, rna-XM_005777387.1_R9, rna-XM_005777464.1_R0, rna-XM_005777464.1_R9, rna-XM_005777512.1_R1, rna-XM_005777512.1_R5, rna-XM_005777516.1_R5, rna-XM_005777555.1_R5, rna-XM_005779232.1_R0, rna-XM_005779232.1_R1, rna-XM_005779232.1_R2, rna-XM_005779232.1_R3, rna-XM_005779232.1_R4, rna-XM_005779232.1_R5, rna-XM_005779232.1_R6, rna-XM_005779232.1_R7, rna-XM_005779232.1_R8, rna-XM_005779232.1_R9, rna-XM_005780254.1_R0, rna-XM_005780254.1_R3, rna-XM_005780254.1_R8, rna-XM_005783998.1_R2, rna-XM_005783998.1_R4, rna-XM_005784671.1_R4, rna-XM_005784671.1_R6, rna-XM_005785852.1_R1, rna-XM_005785852.1_R2, rna-XM_005788735.1_R6	Null	Null	
OG0000003	rna-XM_005756742.1_R3, rna-XM_005772439.1_R5, rna-XM_005772451.1_R0, rna-XM_005772455.1_R8, rna-XM_005772455.1_R9, rna-XM_005773161.1_R1, rna-XM_005777141.1_R0, rna-XM_005778010.1_R0, rna-XM_005778010.1_R9, rna-XM_005783838.1_R3, rna-XM_005784154.1_R0, rna-XM_005784154.1_R2, rna-XM_005784154.1_R3, rna-XM_005791466.1_R0, rna-XM_005792433.1_R6	rna-XM_005772427.1_R0, rna-XM_005775750.1_R9, rna-XM_005778010.1_R0, rna-XM_005783838.1_R1, rna-XM_005783838.1_R3, rna-XM_005783840.1_R3, rna-XM_005784154.1_R0, rna-XM_005784154.1_R2, rna-XM_005784154.1_R3, rna-XM_005791466.1_R0	rna-XM_005772427.1_R0, rna-XM_005772439.1_R7, rna-XM_005778010.1_R0, rna-XM_005780335.1_R8, rna-XM_005783838.1_R2, rna-XM_005783838.1_R4, rna-XM_005783840.1_R3, rna-XM_005784154.1_R0, rna-XM_005784154.1_R2, rna-XM_005791466.1_R0	rna-XM_005772427.1_R0, rna-XM_005772439.1_R8, rna-XM_005778010.1_R0, rna-XM_005780335.1_R8, rna-XM_005783838.1_R2, rna-XM_005783838.1_R4, rna-XM_005783840.1_R3, rna-XM_005784154.1_R0, rna-XM_005784154.1_R2, rna-XM_005791179.1_R0, rna-XM_005791466.1_R0
OG0000004	rna-XM_005757557.1_R6, rna-XM_005773664.1_R6	rna-XM_005757557.1_R8, rna-XM_005757563.1_R0, rna-XM_005757563.1_R5, rna-XM_005760270.1_R6, rna-XM_005760270.1_R9, rna-XM_005760280.1_R2, rna-XM_005760316.1_R1, rna-XM_005760332.1_R2, rna-XM_005764612.1_R3, rna-XM_005764612.1_R5, rna-XM_005764612.1_R7, rna-XM_005771300.1_R6, rna-XM_005771300.1_R7, rna-XM_005772897.1_R2, rna-XM_005773664.1_R8, rna-XM_005774594.1_R2, rna-XM_005774594.1_R9, rna-XM_005777387.1_R2, rna-XM_005777387.1_R5, rna-XM_005777457.1_R5, rna-XM_005777457.1_R6, rna-XM_005777457.1_R8, rna-XM_005777471.1_R6, rna-XM_005777512.1_R3, rna-XM_005777512.1_R8, rna-XM_005777516.1_R3, rna-XM_005777516.1_R6, rna-XM_005778217.1_R8, rna-XM_005780254.1_R2, rna-XM_005780254.1_R3, rna-XM_005780254.1_R5, rna-XM_005784671.1_R5, rna-XM_005784671.1_R6, rna-XM_005785852.1_R0, rna-XM_005785852.1_R5, rna-XM_005785852.1_R8, rna-XM_005788735.1_R5, rna-XM_005793860.1_R7	rna-XM_005773664.1_R9	
OG0000005	Null	Null	rna-XM_005757563.1_R0, rna-XM_005757563.1_R7, rna-XM_005760270.1_R7, rna-XM_005760313.1_R1, rna-XM_005760316.1_R0, rna-XM_005760332.1_R1, rna-XM_005764612.1_R5, rna-XM_005771300.1_R3, rna-XM_005771300.1_R7, rna-XM_005774594.1_R3, rna-XM_005774594.1_R8, rna-XM_005777387.1_R1, rna-XM_005777387.1_R3, rna-XM_005777387.1_R4, rna-XM_005777387.1_R6, rna-XM_005777387.1_R8, rna-XM_005777387.1_R9, rna-XM_005777392.1_R8, rna-XM_005777457.1_R3, rna-XM_005777457.1_R4, rna-XM_005777457.1_R7, rna-XM_005777457.1_R9, rna-XM_005777464.1_R0, rna-XM_005777471.1_R8, rna-XM_005777512.1_R1, rna-XM_005777516.1_R3, rna-XM_005777516.1_R8, rna-XM_005777555.1_R0, rna-XM_005777904.1_R4, rna-XM_005778217.1_R9, rna-XM_005780254.1_R1, rna-XM_005780254.1_R2, rna-XM_005780254.1_R4, rna-XM_005780254.1_R7, rna-XM_005784671.1_R5, rna-XM_005784671.1_R6, rna-XM_005785852.1_R0, rna-XM_005785852.1_R4, rna-XM_005785852.1_R9, rna-XM_005793860.1_R6	
OG0000006	rna-XM_005756134.1_R3, rna-XM_005759216.1_R8, rna-XM_005759369.1_R5, rna-XM_005760804.1_R6, rna-XM_005760804.1_R9, rna-XM_005762163.1_R2, rna-XM_005765335.1_R0, rna-XM_005772586.1_R0, rna-XM_005772867.1_R1, rna-XM_005772867.1_R2, rna-XM_005772867.1_R6, rna-XM_005772970.1_R5, rna-XM_005773162.1_R0, rna-XM_005773162.1_R1, rna-XM_005773162.1_R2, rna-XM_005773162.1_R3, rna-XM_005773162.1_R7, rna-XM_005773170.1_R9, rna-XM_005775826.1_R0, rna-XM_005775826.1_R1, rna-XM_005775826.1_R4, rna-XM_005775826.1_R6, rna-XM_005775826.1_R7, rna-XM_005775826.1_R8, rna-XM_005777472.1_R6, rna-XM_005777472.1_R8, rna-XM_005778051.1_R8, rna-XM_005778074.1_R7, rna-XM_005782169.1_R0, rna-XM_005786516.1_R0, rna-XM_005786516.1_R1, rna-XM_005786516.1_R2, rna-XM_005786516.1_R4, rna-XM_005792873.1_R0, rna-XM_005792873.1_R1, rna-XM_005792873.1_R3, rna-XM_005792873.1_R5, rna-XM_005793645.1_R0	Null	rna-XM_005759369.1_R1	
OG0000007	rna-XM_005756051.1_R0, rna-XM_005756051.1_R1, rna-XM_005756051.1_R5, rna-XM_005756051.1_R9, rna-XM_005791092.1_R0, rna-XM_005791092.1_R4, rna-XM_005791092.1_R6, rna-XM_005791092.1_R7, rna-XM_005791092.1_R8	rna-XM_005756051.1_R1, rna-XM_005756051.1_R3, rna-XM_005756051.1_R5, rna-XM_005764769.1_R8, rna-XM_005775831.1_R0, rna-XM_005791092.1_R0, rna-XM_005791092.1_R2, rna-XM_005791092.1_R5, rna-XM_005791092.1_R7	rna-XM_005756051.1_R2, rna-XM_005756051.1_R4, rna-XM_005756051.1_R5, rna-XM_005764769.1_R5, rna-XM_005791092.1_R0, rna-XM_005791092.1_R2, rna-XM_005791092.1_R6, rna-XM_005791092.1_R7, rna-XM_005791092.1_R8, rna-XM_005791092.1_R9	rna-XM_005756051.1_R3, rna-XM_005756051.1_R5, rna-XM_005756051.1_R6, rna-XM_005764769.1_R4, rna-XM_005791092.1_R0, rna-XM_005791092.1_R2, rna-XM_005791092.1_R6, rna-XM_005791092.1_R7, rna-XM_005791092.1_R8, rna-XM_005791092.1_R9
OG0000008	rna-XM_005761174.1_R1, rna-XM_005761174.1_R2, rna-XM_005761174.1_R8, rna-XM_005765580.1_R4, rna-XM_005765580.1_R6, rna-XM_005765580.1_R7, rna-XM_005789494.1_R3, rna-XM_005789494.1_R5, rna-XM_005789494.1_R7	rna-XM_005760258.1_R5, rna-XM_005761174.1_R1, rna-XM_005761174.1_R5, rna-XM_005761174.1_R7, rna-XM_005761174.1_R9, rna-XM_005765580.1_R4, rna-XM_005765580.1_R6, rna-XM_005765580.1_R7, rna-XM_005789494.1_R2	rna-XM_005760258.1_R5, rna-XM_005761174.1_R1, rna-XM_005761174.1_R5, rna-XM_005761174.1_R6, rna-XM_005761174.1_R7, rna-XM_005761174.1_R8, rna-XM_005765580.1_R5, rna-XM_005765580.1_R7, rna-XM_005765580.1_R8, rna-XM_005789494.1_R2, rna-XM_005789494.1_R9	rna-XM_005761174.1_R2, rna-XM_005761174.1_R8, rna-XM_005761174.1_R9, rna-XM_005765580.1_R5, rna-XM_005765580.1_R7, rna-XM_005789494.1_R2, rna-XM_005789494.1_R8, rna-XM_005789494.1_R9
