Orthogroup	Zanthoxylum_armatum-Sapindales-Rutaceae-Zanthoxylum-202107.prot	Zanthoxylum_armatum-Sapindales-Rutaceae-Zanthoxylum-202209.prot	Zanthoxylum_bungeanum-Sapindales-Rutaceae-Zanthoxylum.prot
OG0000000	Zardc00783.t1, Zardc01033.t1, Zardc01039.t1, Zardc01093.t1, Zardc01147.t1, Zardc01301.t1, Zardc02313.t1, Zardc02710.t1, Zardc02711.t1, Zardc03111.t1, Zardc03167.t1, Zardc03168.t1, Zardc03171.t1, Zardc03746.t1, Zardc03760.t1, Zardc03763.t1, Zardc03790.t1, Zardc03796.t1, Zardc03821.t1, Zardc03913.t1, Zardc04066.t1, Zardc04071.t1, Zardc04615.t1, Zardc04636.t1, Zardc05245.t1, Zardc05254.t1, Zardc05282.t1, Zardc05293.t1, Zardc05330.t1, Zardc05335.t1, Zardc05345.t1, Zardc05350.t1, Zardc05352.t1, Zardc05394.t1, Zardc05560.t1, Zardc05687.t1, Zardc05688.t1, Zardc06322.t1, Zardc06326.t1, Zardc06353.t1, Zardc06661.t1, Zardc06774.t1, Zardc06974.t1, Zardc07443.t1, Zardc07529.t1, Zardc07655.t1, Zardc08245.t1, Zardc08635.t1, Zardc08712.t1, Zardc08715.t1, Zardc08716.t1, Zardc08753.t1, Zardc09377.t1, Zardc09378.t1, Zardc09385.t1, Zardc09419.t1, Zardc09437.t1, Zardc10431.t1, Zardc10452.t1, Zardc11730.t1, Zardc11735.t1, Zardc11806.t1, Zardc11817.t1, Zardc11828.t1, Zardc11867.t1, Zardc11869.t1, Zardc11874.t1, Zardc11892.t1, Zardc11900.t1, Zardc12441.t1, Zardc12449.t1, Zardc12808.t1, Zardc13096.t1, Zardc13097.t1, Zardc13142.t1, Zardc13326.t1, Zardc13338.t1, Zardc13350.t1, Zardc14484.t1, Zardc14603.t1, Zardc14759.t1, Zardc14763.t1, Zardc15110.t1, Zardc15154.t1, Zardc15196.t1, Zardc15331.t1, Zardc15335.t1, Zardc15413.t1, Zardc15416.t1, Zardc15713.t1, Zardc15747.t1, Zardc15769.t1, Zardc15827.t1, Zardc15864.t1, Zardc15865.t1, Zardc15883.t1, Zardc15886.t1, Zardc15958.t1, Zardc16195.t1, Zardc16640.t1, Zardc17127.t1, Zardc17192.t1, Zardc17321.t1, Zardc17325.t1, Zardc17396.t1, Zardc17478.t1, Zardc17781.t1, Zardc17839.t1, Zardc17895.t1, Zardc17944.t1, Zardc18005.t1, Zardc18237.t1, Zardc18291.t1, Zardc18362.t1, Zardc19414.t1, Zardc19492.t1, Zardc19545.t1, Zardc19583.t1, Zardc19756.t1, Zardc19782.t1, Zardc19799.t1, Zardc19838.t1, Zardc20187.t1, Zardc20193.t1, Zardc20564.t1, Zardc20923.t1, Zardc21128.t1, Zardc21153.t1, Zardc21997.t1, Zardc22642.t1, Zardc22660.t1, Zardc22690.t1, Zardc22823.t1, Zardc22871.t1, Zardc22872.t1, Zardc23285.t1, Zardc23421.t1, Zardc23422.t1, Zardc23429.t1, Zardc23440.t1, Zardc23467.t1, Zardc23507.t1, Zardc23941.t1, Zardc23947.t1, Zardc23961.t1, Zardc23999.t1, Zardc24628.t1, Zardc24668.t1, Zardc24730.t1, Zardc24792.t1, Zardc24818.t1, Zardc24821.t1, Zardc24888.t1, Zardc25101.t1, Zardc25127.t1, Zardc25405.t1, Zardc25487.t1, Zardc25682.t1, Zardc25687.t1, Zardc25790.t1, Zardc25816.t1, Zardc25983.t1, Zardc26022.t1, Zardc26208.t1, Zardc27059.t1, Zardc27060.t1, Zardc28778.t1, Zardc28973.t1, Zardc29008.t1, Zardc29066.t1, Zardc29067.t1, Zardc29537.t1, Zardc29575.t1, Zardc29591.t1, Zardc29623.t1, Zardc29638.t1, Zardc29696.t1, Zardc29873.t1, Zardc30200.t1, Zardc30210.t1, Zardc30219.t1, Zardc30221.t1, Zardc30264.t1, Zardc30275.t1, Zardc30286.t1, Zardc30294.t1, Zardc30407.t1, Zardc32284.t1, Zardc32367.t1, Zardc32415.t1, Zardc32535.t1, Zardc32545.t1, Zardc32837.t1, Zardc33268.t1, Zardc33284.t1, Zardc33285.t1, Zardc33328.t1, Zardc33618.t1, Zardc33664.t1, Zardc35016.t1, Zardc35282.t1, Zardc35400.t1, Zardc35517.t1, Zardc36184.t1, Zardc36274.t1, Zardc36317.t1, Zardc36356.t1, Zardc36423.t1, Zardc36548.t1, Zardc36993.t1, Zardc37042.t1, Zardc37128.t1, Zardc37180.t1, Zardc37223.t1, Zardc37671.t1, Zardc37938.t1, Zardc38226.t1, Zardc38228.t1, Zardc38274.t1, Zardc38293.t1, Zardc38304.t1, Zardc38305.t1, Zardc39361.t1, Zardc39774.t1, Zardc39785.t1, Zardc39821.t1, Zardc40173.t1, Zardc40249.t1, Zardc40257.t1, Zardc40329.t1, Zardc41126.t1, Zardc41272.t1, Zardc41307.t1, Zardc41308.t1, Zardc41343.t1, Zardc41345.t1, Zardc41705.t1, Zardc41726.t1, Zardc41727.t1, Zardc41738.t1, Zardc43080.t1, Zardc43127.t1, Zardc43128.t1, Zardc43234.t1, Zardc43279.t1, Zardc43467.t1, Zardc43577.t1, Zardc43592.t1, Zardc43618.t1, Zardc43816.t1, Zardc43836.t1, Zardc43868.t1, Zardc43979.t1, Zardc44047.t1, Zardc44226.t1, Zardc44250.t1, Zardc44339.t1, Zardc44912.t1, Zardc45295.t1, Zardc46290.t1, Zardc46418.t1, Zardc46422.t1, Zardc47934.t1, Zardc47935.t1, Zardc52934.t1, Zardc53117.t1, Zardc55305.t1	Null	
OG0000001	Zardc01906.t1, Zardc01908.t1, Zardc02737.t1, Zardc03155.t1, Zardc03918.t1, Zardc03923.t1, Zardc04555.t1, Zardc04623.t1, Zardc05257.t1, Zardc05284.t1, Zardc05508.t1, Zardc06394.t1, Zardc07785.t1, Zardc07801.t1, Zardc07805.t1, Zardc07806.t1, Zardc07808.t1, Zardc07811.t1, Zardc07812.t1, Zardc07813.t1, Zardc07815.t1, Zardc07816.t1, Zardc07818.t1, Zardc07819.t1, Zardc07820.t1, Zardc08063.t1, Zardc08066.t1, Zardc08067.t1, Zardc08068.t1, Zardc08175.t1, Zardc08177.t1, Zardc08178.t1, Zardc08181.t1, Zardc08454.t1, Zardc09296.t1, Zardc09297.t1, Zardc09300.t1, Zardc09303.t1, Zardc09305.t1, Zardc09307.t1, Zardc09310.t1, Zardc09427.t1, Zardc10503.t1, Zardc10508.t1, Zardc13539.t1, Zardc14115.t1, Zardc14432.t1, Zardc14433.t1, Zardc15055.t1, Zardc15296.t1, Zardc15334.t1, Zardc15439.t1, Zardc15440.t1, Zardc15985.t1, Zardc16045.t1, Zardc16819.t1, Zardc17490.t1, Zardc17907.t1, Zardc18785.t1, Zardc18879.t1, Zardc18882.t1, Zardc18883.t1, Zardc19136.t1, Zardc19462.t1, Zardc19511.t1, Zardc19539.t1, Zardc20111.t1, Zardc20119.t1, Zardc20120.t1, Zardc20125.t1, Zardc20131.t1, Zardc20981.t1, Zardc21112.t1, Zardc23918.t1, Zardc23919.t1, Zardc23920.t1, Zardc23921.t1, Zardc25117.t1, Zardc25318.t1, Zardc25320.t1, Zardc28347.t1, Zardc28553.t1, Zardc28633.t1, Zardc31180.t1, Zardc31183.t1, Zardc31188.t1, Zardc31192.t1, Zardc31193.t1, Zardc31197.t1, Zardc31198.t1, Zardc31212.t1, Zardc31214.t1, Zardc31215.t1, Zardc31219.t1, Zardc31240.t1, Zardc31241.t1, Zardc32628.t1, Zardc32629.t1, Zardc32630.t1, Zardc33208.t1, Zardc33405.t1, Zardc33800.t1, Zardc33801.t1, Zardc34080.t1, Zardc34677.t1, Zardc35387.t1, Zardc35391.t1, Zardc35428.t1, Zardc36866.t1, Zardc36867.t1, Zardc37737.t1, Zardc38299.t1, Zardc38331.t1, Zardc38336.t1, Zardc38497.t1, Zardc38499.t1, Zardc39716.t1, Zardc39719.t1, Zardc39735.t1, Zardc40213.t1, Zardc40315.t1, Zardc40621.t1, Zardc40629.t1, Zardc41676.t1, Zardc41950.t1, Zardc43083.t1, Zardc43225.t1, Zardc43227.t1, Zardc43927.t1, Zardc44020.t1, Zardc44022.t1, Zardc44023.t1, Zardc44024.t1, Zardc44025.t1, Zardc44037.t1, Zardc44104.t1, Zardc44189.t1, Zardc45214.t1, Zardc45431.t1, Zardc45669.t1, Zardc45673.t1, Zardc45678.t1, Zardc45680.t1, Zardc45682.t1, Zardc45685.t1, Zardc45687.t1, Zardc45688.t1, Zardc45689.t1, Zardc46720.t1, Zardc46724.t1, Zardc46751.t1, Zardc46752.t1, Zardc46754.t1, Zardc47133.t1, Zardc47134.t1, Zardc47854.t1, Zardc47857.t1, Zardc48006.t1, Zardc48283.t1, Zardc48304.t1, Zardc48518.t1, Zardc48519.t1, Zardc48803.t1, Zardc48804.t1, Zardc48805.t1, Zardc48809.t1, Zardc48831.t1, Zardc48832.t1, Zardc49150.t1, Zardc49475.t1, Zardc49529.t1, Zardc50078.t1, Zardc50541.t1, Zardc50933.t1, Zardc50937.t1, Zardc50938.t1, Zardc50939.t1, Zardc50940.t1, Zardc50941.t1, Zardc50996.t1, Zardc51099.t1, Zardc51102.t1, Zardc51104.t1, Zardc51391.t1, Zardc52874.t1, Zardc52948.t1, Zardc53153.t1, Zardc53521.t1, Zardc53522.t1, Zardc53523.t1, Zardc53524.t1, Zardc53525.t1, Zardc53741.t1, Zardc53777.t1, Zardc53783.t1, Zardc54452.t1, Zardc54520.t1, Zardc54633.t1, Zardc54697.t1, Zardc54736.t1, Zardc55178.t1, Zardc55249.t1, Zardc55285.t1, Zardc55286.t1, Zardc55287.t1, Zardc55288.t1, Zardc55289.t1	ZaA1_C29.Contig1070.156, ZaA2_C01.Contig1266.10, ZaA2_C03.Contig1531.69	ZbC_C13.Contig56.17, ZbC_C18.Contig1423.20, ZbC_C31.Contig139.41
OG0000002	Zardc00185.t1, Zardc00346.t1, Zardc00594.t1, Zardc00722.t1, Zardc00730.t1, Zardc01166.t1, Zardc01453.t1, Zardc02691.t1, Zardc02693.t1, Zardc03409.t1, Zardc03410.t1, Zardc04023.t1, Zardc04935.t1, Zardc04936.t1, Zardc04981.t1, Zardc05562.t1, Zardc05609.t1, Zardc05626.t1, Zardc05647.t1, Zardc05648.t1, Zardc05667.t1, Zardc05830.t1, Zardc06198.t1, Zardc06199.t1, Zardc06692.t1, Zardc06727.t1, Zardc06792.t1, Zardc06850.t1, Zardc06887.t1, Zardc07167.t1, Zardc07648.t1, Zardc08287.t1, Zardc08299.t1, Zardc08839.t1, Zardc08843.t1, Zardc09643.t1, Zardc09735.t1, Zardc09794.t1, Zardc10462.t1, Zardc11057.t1, Zardc11058.t1, Zardc11622.t1, Zardc11743.t1, Zardc12360.t1, Zardc12479.t1, Zardc12699.t1, Zardc13100.t1, Zardc13248.t1, Zardc13700.t1, Zardc13702.t1, Zardc13777.t1, Zardc14800.t1, Zardc14816.t1, Zardc14823.t1, Zardc15189.t1, Zardc15223.t1, Zardc15310.t1, Zardc15312.t1, Zardc15369.t1, Zardc15736.t1, Zardc15744.t1, Zardc16246.t1, Zardc16612.t1, Zardc17056.t1, Zardc17923.t1, Zardc18115.t1, Zardc18290.t1, Zardc18314.t1, Zardc18315.t1, Zardc18379.t1, Zardc18405.t1, Zardc18434.t1, Zardc18584.t1, Zardc18586.t1, Zardc19342.t1, Zardc19724.t1, Zardc19736.t1, Zardc19766.t1, Zardc19866.t1, Zardc19944.t1, Zardc20021.t1, Zardc20254.t1, Zardc20284.t1, Zardc20645.t1, Zardc21214.t1, Zardc21267.t1, Zardc21560.t1, Zardc21884.t1, Zardc22552.t1, Zardc22983.t1, Zardc23172.t1, Zardc24387.t1, Zardc24442.t1, Zardc24681.t1, Zardc24992.t1, Zardc25109.t1, Zardc25219.t1, Zardc26057.t1, Zardc27200.t1, Zardc27213.t1, Zardc27269.t1, Zardc27283.t1, Zardc27468.t1, Zardc27651.t1, Zardc28468.t1, Zardc28510.t1, Zardc28776.t1, Zardc28900.t1, Zardc29364.t1, Zardc29652.t1, Zardc29653.t1, Zardc30309.t1, Zardc30691.t1, Zardc30922.t1, Zardc31342.t1, Zardc31344.t1, Zardc31558.t1, Zardc31577.t1, Zardc32114.t1, Zardc32128.t1, Zardc32636.t1, Zardc33024.t1, Zardc33792.t1, Zardc33793.t1, Zardc34100.t1, Zardc34740.t1, Zardc34772.t1, Zardc34773.t1, Zardc35168.t1, Zardc35452.t1, Zardc35514.t1, Zardc35520.t1, Zardc35634.t1, Zardc36270.t1, Zardc37690.t1, Zardc37779.t1, Zardc37995.t1, Zardc38394.t1, Zardc38408.t1, Zardc38444.t1, Zardc39233.t1, Zardc39235.t1, Zardc39465.t1, Zardc39496.t1, Zardc39497.t1, Zardc39567.t1, Zardc39692.t1, Zardc39757.t1, Zardc39952.t1, Zardc40368.t1, Zardc40736.t1, Zardc40956.t1, Zardc41257.t1, Zardc41410.t1, Zardc41426.t1, Zardc43115.t1, Zardc43491.t1, Zardc43626.t1, Zardc43781.t1, Zardc43782.t1, Zardc44368.t1, Zardc45435.t1, Zardc46109.t1, Zardc46281.t1, Zardc46400.t1, Zardc47083.t1, Zardc47604.t1, Zardc47621.t1, Zardc48679.t1, Zardc49003.t1, Zardc52410.t1, Zardc52750.t1, Zardc53498.t1, Zardc54587.t1, Zardc54695.t1, Zardc54696.t1	Null	
OG0000003	Zardc00186.t1, Zardc00482.t1, Zardc00483.t1, Zardc00624.t1, Zardc00634.t1, Zardc01167.t1, Zardc01491.t1, Zardc01493.t1, Zardc01698.t1, Zardc02560.t1, Zardc02692.t1, Zardc02715.t1, Zardc02738.t1, Zardc03174.t1, Zardc03503.t1, Zardc03615.t1, Zardc03726.t1, Zardc04197.t1, Zardc04828.t1, Zardc04980.t1, Zardc05095.t1, Zardc05610.t1, Zardc05726.t1, Zardc05835.t1, Zardc06360.t1, Zardc06614.t1, Zardc06882.t1, Zardc07168.t1, Zardc07629.t1, Zardc07696.t1, Zardc08208.t1, Zardc08288.t1, Zardc08396.t1, Zardc08840.t1, Zardc08911.t1, Zardc09024.t1, Zardc09115.t1, Zardc09235.t1, Zardc10060.t1, Zardc10680.t1, Zardc10709.t1, Zardc11761.t1, Zardc12478.t1, Zardc12700.t1, Zardc13239.t1, Zardc13284.t1, Zardc13285.t1, Zardc13701.t1, Zardc13736.t1, Zardc13755.t1, Zardc13775.t1, Zardc13776.t1, Zardc14854.t1, Zardc16844.t1, Zardc17029.t1, Zardc17057.t1, Zardc17128.t1, Zardc17139.t1, Zardc17308.t1, Zardc17526.t1, Zardc17539.t1, Zardc17571.t1, Zardc17734.t1, Zardc17884.t1, Zardc18057.t1, Zardc18378.t1, Zardc18585.t1, Zardc18696.t1, Zardc18735.t1, Zardc19390.t1, Zardc19452.t1, Zardc19735.t1, Zardc19879.t1, Zardc19890.t1, Zardc20267.t1, Zardc20270.t1, Zardc20493.t1, Zardc20631.t1, Zardc20632.t1, Zardc21266.t1, Zardc21539.t1, Zardc21628.t1, Zardc22006.t1, Zardc22131.t1, Zardc22329.t1, Zardc22401.t1, Zardc22718.t1, Zardc22719.t1, Zardc22758.t1, Zardc23300.t1, Zardc23304.t1, Zardc23678.t1, Zardc23840.t1, Zardc23926.t1, Zardc25102.t1, Zardc26380.t1, Zardc26980.t1, Zardc27212.t1, Zardc27278.t1, Zardc27325.t1, Zardc27326.t1, Zardc28284.t1, Zardc28319.t1, Zardc28342.t1, Zardc28578.t1, Zardc29363.t1, Zardc29669.t1, Zardc29697.t1, Zardc30310.t1, Zardc30313.t1, Zardc30333.t1, Zardc30462.t1, Zardc30632.t1, Zardc30692.t1, Zardc30761.t1, Zardc30768.t1, Zardc30952.t1, Zardc31343.t1, Zardc31588.t1, Zardc31841.t1, Zardc31846.t1, Zardc31986.t1, Zardc32635.t1, Zardc32644.t1, Zardc33608.t1, Zardc35071.t1, Zardc35072.t1, Zardc35169.t1, Zardc35588.t1, Zardc35791.t1, Zardc36428.t1, Zardc36994.t1, Zardc37637.t1, Zardc37691.t1, Zardc37923.t1, Zardc37967.t1, Zardc38409.t1, Zardc38464.t1, Zardc39234.t1, Zardc40155.t1, Zardc40422.t1, Zardc40642.t1, Zardc40646.t1, Zardc40735.t1, Zardc40737.t1, Zardc40821.t1, Zardc40955.t1, Zardc41013.t1, Zardc41078.t1, Zardc41079.t1, Zardc41431.t1, Zardc41459.t1, Zardc41495.t1, Zardc41657.t1, Zardc41863.t1, Zardc42316.t1, Zardc42951.t1, Zardc42952.t1, Zardc42953.t1, Zardc43146.t1, Zardc43619.t1, Zardc43622.t1, Zardc43780.t1, Zardc44039.t1, Zardc45387.t1, Zardc45615.t1, Zardc48824.t1, Zardc49921.t1, Zardc50299.t1, Zardc51096.t1, Zardc53361.t1, Zardc54827.t1	Null	
OG0000004	Zardc01469.t1, Zardc02661.t1, Zardc03234.t1, Zardc03994.t1, Zardc04654.t1, Zardc05024.t1, Zardc05202.t1, Zardc05204.t1, Zardc05209.t1, Zardc05416.t1, Zardc05424.t1, Zardc06617.t1, Zardc07350.t1, Zardc07352.t1, Zardc07353.t1, Zardc07454.t1, Zardc07894.t1, Zardc07912.t1, Zardc08556.t1, Zardc08741.t1, Zardc08742.t1, Zardc08781.t1, Zardc10284.t1, Zardc11106.t1, Zardc11154.t1, Zardc11563.t1, Zardc11586.t1, Zardc11594.t1, Zardc11998.t1, Zardc12062.t1, Zardc12162.t1, Zardc12186.t1, Zardc12356.t1, Zardc12804.t1, Zardc14274.t1, Zardc14282.t1, Zardc14303.t1, Zardc14304.t1, Zardc14719.t1, Zardc15183.t1, Zardc17042.t1, Zardc17385.t1, Zardc17614.t1, Zardc17645.t1, Zardc17861.t1, Zardc17928.t1, Zardc18068.t1, Zardc18119.t1, Zardc18254.t1, Zardc18957.t1, Zardc19158.t1, Zardc19240.t1, Zardc19762.t1, Zardc19963.t1, Zardc20027.t1, Zardc20576.t1, Zardc20608.t1, Zardc21954.t1, Zardc22202.t1, Zardc24522.t1, Zardc25785.t1, Zardc25786.t1, Zardc25787.t1, Zardc25788.t1, Zardc25789.t1, Zardc26768.t1, Zardc27077.t1, Zardc27416.t1, Zardc28158.t1, Zardc28163.t1, Zardc28169.t1, Zardc28173.t1, Zardc29416.t1, Zardc29629.t1, Zardc30793.t1, Zardc32156.t1, Zardc32157.t1, Zardc32604.t1, Zardc33291.t1, Zardc33295.t1, Zardc34202.t1, Zardc34203.t1, Zardc34204.t1, Zardc34641.t1, Zardc35180.t1, Zardc35181.t1, Zardc35276.t1, Zardc35277.t1, Zardc35973.t1, Zardc36454.t1, Zardc36486.t1, Zardc37213.t1, Zardc37217.t1, Zardc38482.t1, Zardc39403.t1, Zardc39404.t1, Zardc39830.t1, Zardc39986.t1, Zardc40396.t1, Zardc40398.t1, Zardc40502.t1, Zardc41449.t1, Zardc42683.t1, Zardc42782.t1, Zardc42804.t1, Zardc42810.t1, Zardc42811.t1, Zardc43449.t1, Zardc43513.t1, Zardc44481.t1, Zardc45384.t1, Zardc45911.t1, Zardc46110.t1, Zardc46239.t1, Zardc49482.t1, Zardc51700.t1, Zardc53344.t1, Zardc54692.t1	Null	
OG0000005	Zardc01907.t1, Zardc01910.t1, Zardc03916.t1, Zardc03917.t1, Zardc05506.t1, Zardc07038.t1, Zardc07804.t1, Zardc08176.t1, Zardc08457.t1, Zardc09299.t1, Zardc09302.t1, Zardc09308.t1, Zardc15054.t1, Zardc16822.t1, Zardc17367.t1, Zardc17368.t1, Zardc18884.t1, Zardc18885.t1, Zardc20112.t1, Zardc20122.t1, Zardc20124.t1, Zardc21200.t1, Zardc23917.t1, Zardc25317.t1, Zardc29146.t1, Zardc31176.t1, Zardc31178.t1, Zardc31186.t1, Zardc31189.t1, Zardc31190.t1, Zardc31194.t1, Zardc31195.t1, Zardc31218.t1, Zardc34676.t1, Zardc35386.t1, Zardc35393.t1, Zardc35394.t1, Zardc35396.t1, Zardc35927.t1, Zardc35929.t1, Zardc35931.t1, Zardc35932.t1, Zardc35934.t1, Zardc35935.t1, Zardc36868.t1, Zardc37716.t1, Zardc37735.t1, Zardc40445.t1, Zardc40631.t1, Zardc40634.t1, Zardc41671.t1, Zardc41674.t1, Zardc45297.t1, Zardc45298.t1, Zardc45356.t1, Zardc45430.t1, Zardc45667.t1, Zardc45671.t1, Zardc45676.t1, Zardc45677.t1, Zardc45686.t1, Zardc46161.t1, Zardc46163.t1, Zardc46521.t1, Zardc46527.t1, Zardc46574.t1, Zardc46623.t1, Zardc46627.t1, Zardc47775.t1, Zardc47853.t1, Zardc47855.t1, Zardc47856.t1, Zardc48002.t1, Zardc48005.t1, Zardc48207.t1, Zardc48210.t1, Zardc48284.t1, Zardc48523.t1, Zardc49151.t1, Zardc49364.t1, Zardc49472.t1, Zardc49873.t1, Zardc50774.t1, Zardc50934.t1, Zardc51101.t1, Zardc51969.t1, Zardc52823.t1, Zardc53196.t1, Zardc53197.t1, Zardc53198.t1, Zardc53199.t1, Zardc53328.t1, Zardc53775.t1, Zardc54440.t1, Zardc54441.t1, Zardc54443.t1, Zardc54449.t1, Zardc54453.t1, Zardc54454.t1	ZaA2_C03.Contig1531.71, ZaA2_C22.Contig1326.109	
OG0000006	Zardc00655.t1, Zardc00756.t1, Zardc00760.t1, Zardc02701.t1, Zardc03113.t1, Zardc03829.t1, Zardc04471.t1, Zardc04819.t1, Zardc04869.t1, Zardc06311.t1, Zardc06314.t1, Zardc08200.t1, Zardc08221.t1, Zardc08688.t1, Zardc08763.t1, Zardc09103.t1, Zardc09139.t1, Zardc10098.t1, Zardc11687.t1, Zardc11835.t1, Zardc12023.t1, Zardc12245.t1, Zardc12468.t1, Zardc12469.t1, Zardc14032.t1, Zardc14480.t1, Zardc14522.t1, Zardc14635.t1, Zardc14636.t1, Zardc15184.t1, Zardc15434.t1, Zardc15539.t1, Zardc15786.t1, Zardc15944.t1, Zardc16946.t1, Zardc17157.t1, Zardc17404.t1, Zardc17832.t1, Zardc18226.t1, Zardc19350.t1, Zardc19371.t1, Zardc19559.t1, Zardc20898.t1, Zardc22682.t1, Zardc24955.t1, Zardc25003.t1, Zardc25169.t1, Zardc25180.t1, Zardc25243.t1, Zardc25469.t1, Zardc25707.t1, Zardc25844.t1, Zardc25863.t1, Zardc26665.t1, Zardc26987.t1, Zardc28179.t1, Zardc28486.t1, Zardc28503.t1, Zardc29246.t1, Zardc30244.t1, Zardc30327.t1, Zardc32225.t1, Zardc32280.t1, Zardc32474.t1, Zardc33215.t1, Zardc33688.t1, Zardc33696.t1, Zardc35039.t1, Zardc35362.t1, Zardc35363.t1, Zardc36096.t1, Zardc36125.t1, Zardc36131.t1, Zardc36136.t1, Zardc36144.t1, Zardc37201.t1, Zardc39869.t1, Zardc39975.t1, Zardc40023.t1, Zardc40024.t1, Zardc40165.t1, Zardc40168.t1, Zardc40948.t1, Zardc40960.t1, Zardc41461.t1, Zardc42219.t1, Zardc45397.t1, Zardc45522.t1, Zardc45539.t1, Zardc47550.t1, Zardc48385.t1, Zardc49565.t1, Zardc51292.t1	Null	
OG0000007	Zardc00789.t1, Zardc00790.t1, Zardc00825.t1, Zardc00828.t1, Zardc01053.t1, Zardc01054.t1, Zardc01055.t1, Zardc03136.t1, Zardc03156.t1, Zardc03775.t1, Zardc03779.t1, Zardc04629.t1, Zardc04693.t1, Zardc06428.t1, Zardc07537.t1, Zardc07538.t1, Zardc07539.t1, Zardc07540.t1, Zardc08659.t1, Zardc10269.t1, Zardc10271.t1, Zardc12398.t1, Zardc12402.t1, Zardc12428.t1, Zardc14538.t1, Zardc14575.t1, Zardc14576.t1, Zardc15869.t1, Zardc15870.t1, Zardc15871.t1, Zardc15872.t1, Zardc16562.t1, Zardc16563.t1, Zardc16581.t1, Zardc17750.t1, Zardc17764.t1, Zardc17888.t1, Zardc17889.t1, Zardc19557.t1, Zardc20591.t1, Zardc20593.t1, Zardc20998.t1, Zardc21024.t1, Zardc21673.t1, Zardc22876.t1, Zardc22877.t1, Zardc23939.t1, Zardc24613.t1, Zardc24654.t1, Zardc24707.t1, Zardc27043.t1, Zardc27044.t1, Zardc27046.t1, Zardc29063.t1, Zardc29085.t1, Zardc29086.t1, Zardc29090.t1, Zardc32806.t1, Zardc33273.t1, Zardc33322.t1, Zardc33323.t1, Zardc33324.t1, Zardc33326.t1, Zardc35432.t1, Zardc36307.t1, Zardc36308.t1, Zardc36309.t1, Zardc36460.t1, Zardc37084.t1, Zardc38317.t1, Zardc39472.t1, Zardc39779.t1, Zardc39780.t1, Zardc39781.t1, Zardc40188.t1, Zardc40210.t1, Zardc42150.t1, Zardc42151.t1, Zardc42162.t1, Zardc42163.t1, Zardc42164.t1, Zardc43515.t1, Zardc45576.t1, Zardc45940.t1, Zardc46376.t1, Zardc46377.t1, Zardc52217.t1, Zardc53780.t1	ZaA1_C15.Contig1144.4	
OG0000008	Zardc09161.t1, Zardc09205.t1, Zardc12687.t1, Zardc18869.t1, Zardc19249.t1, Zardc19566.t1, Zardc20075.t1, Zardc27464.t1, Zardc28452.t1, Zardc30135.t1, Zardc37974.t1, Zardc38576.t1, Zardc41933.t1, Zardc43981.t1, Zardc46662.t1, Zardc50146.t1, Zardc50555.t1, Zardc51549.t1, Zardc51945.t1, Zardc55229.t1	ZaA1_C01.Contig127.240, ZaA1_C04.Contig295.22, ZaA1_C07.Contig361.111, ZaA1_C08.Contig298.74, ZaA1_C08.Contig79.192, ZaA1_C11.Contig104.36, ZaA1_C16.Contig735.50, ZaA1_C19.Contig2878.14, ZaA1_C22.Contig106.48, ZaA1_C22.Contig122.3, ZaA1_C22.Contig729.20, ZaA1_C23.Contig885.79, ZaA1_C26.Contig460.142, ZaA1_C31.Contig651.48, ZaA1_C32.Contig2220.7, ZaA1_C33.Contig1673.2, ZaA2_C01.Contig1250.22, ZaA2_C07.Contig78.166, ZaA2_C08.Contig712.74, ZaA2_C11.Contig508.39, ZaA2_C16.Contig259.82, ZaA2_C19.Contig71.17, ZaA2_C22.Contig72.66, ZaA2_C23.Contig1437.34, ZaA2_C26.Contig228.184, ZaA2_C31.Contig434.55, ZaA2_C32.Contig1263.37, ZaA2_C32.Contig1943.18, ZaA2_C33.Contig141.52, Za_Contig2.Contig57.6	ZbB_C01.Contig98.232, ZbB_C04.Contig232.83, ZbB_C07.Contig174.195, ZbB_C08.Contig179.340, ZbB_C08.Contig336.77, ZbB_C11.Contig623.84, ZbB_C16.Contig928.34, ZbB_C18.Contig9c.35, ZbB_C19.Contig454.32, ZbB_C22.Contig29.175, ZbB_C22.Contig833.39, ZbB_C26.Contig207.301, ZbB_C31.Contig1022.53, ZbB_C31.Contig1254.3, ZbB_C32.Contig59.25, ZbB_C33.Contig543.8, ZbC_C01.Contig166.228, ZbC_C04.Contig71b.71, ZbC_C07.Contig188.189, ZbC_C08.Contig200.159, ZbC_C08.Contig351.261, ZbC_C09.Contig329.84, ZbC_C11.Contig246.67, ZbC_C16.Contig136.93, ZbC_C19.Contig366.57, ZbC_C22.Contig243.224, ZbC_C22.Contig276.26, ZbC_C23.Contig929.70, ZbC_C26.Contig975.34, ZbC_C31.Contig1035.49, ZbC_C32.Contig151.109, ZbC_C33.Contig38a.26, Zb_Contig13.Contig775.185, Zb_Contig14.Contig783.38, Zb_Contig2.Contig687.151, Zb_Contig33.Contig1040.77, Zb_Contig5.Contig702.151, Zb_Contig62.Contig1301.13
