Orthogroup	Salix_arbutifolia-Malpighiales-Salicaceae-Salix-202209.prot	Salix_arbutifolia-Malpighiales-Salicaceae-Salix-202406.prot	Salix_chaenomeloides-Malpighiales-Salicaceae-Salix.prot	Salix_cheilophila-Malpighiales-Salicaceae-Salix.prot	Salix_dunnii-Malpighiales-Salicaceae-Salix.prot	Salix_mesnyi-Malpighiales-Salicaceae-Salix.prot	Salix_triandra-Malpighiales-Salicaceae-Salix.prot
OG0000000	GWHPBDOB000244, GWHPBDOB000802, GWHPBDOB001408, GWHPBDOB002670, GWHPBDOB004305, GWHPBDOB004758, GWHPBDOB006213, GWHPBDOB007582, GWHPBDOB010874, GWHPBDOB016886, GWHPBDOB016897, GWHPBDOB025277, GWHPBDOB025287, GWHPBDOB028178, GWHPBDOB028179, GWHPBDOB028371, GWHPBDOB028961	GWHPCBGB001611, GWHPCBGB001631, GWHPCBGB004757, GWHPCBGB006645, GWHPCBGB010390, GWHPCBGB014878, GWHPCBGB014907, GWHPCBGB017587, GWHPCBGB017609, GWHPCBGB026817, GWHPCBGB029761, GWHPCBGB030427, GWHPCBGB031341, GWHPCBGB034365, GWHPCBGB035112, GWHPCBGB047293, GWHPCBGB047671, GWHPCBGB049475, GWHPCBGB049797, GWHPCBGB059298, GWHPCBGB060917, GWHPCBGB077302, GWHPCBGB078251, GWHPCBGB078931, GWHPCBGB079250, GWHPCBGB081570, GWHPCBGB082083, GWHPCBGB082922, GWHPCBGB083495, GWHPCBGB083742, GWHPCBGB085777	GWHPBDOA000419, GWHPBDOA000991, GWHPBDOA001380, GWHPBDOA001555, GWHPBDOA002824, GWHPBDOA003535, GWHPBDOA005034, GWHPBDOA008339, GWHPBDOA009453, GWHPBDOA009466, GWHPBDOA015118, GWHPBDOA015127, GWHPBDOA016966, GWHPBDOA027148, GWHPBDOA027344	g1054.t1, g1222.t1, g1223.t1, g13912.t1, g13921.t1, g210.t1, g23621.t1, g24063.t1, g2418.t1, g4031.t1, g4242.t1, g5905.t1, g5906.t1, g6109.t1, g698.t1, g8053.t1, g9094.t1	KAF9664547.1, KAF9665147.1, KAF9665572.1, KAF9665757.1, KAF9667159.1, KAF9671314.1, KAF9673157.1, KAF9675420.1, KAF9675635.1, KAF9675636.1, KAF9679515.1, KAF9679998.1, KAF9683144.1, KAF9685813.1, KAF9685822.1, KAF9686719.1, KAF9689342.1, KAF9689355.1	GWHPCBGE001475, GWHPCBGE001499, GWHPCBGE004491, GWHPCBGE004519, GWHPCBGE006404, GWHPCBGE010214, GWHPCBGE014768, GWHPCBGE014791, GWHPCBGE017533, GWHPCBGE017546, GWHPCBGE027104, GWHPCBGE027105, GWHPCBGE030184, GWHPCBGE030844, GWHPCBGE030845, GWHPCBGE031774, GWHPCBGE034722, GWHPCBGE034723, GWHPCBGE035551, GWHPCBGE047610, GWHPCBGE047998, GWHPCBGE049798, GWHPCBGE050090, GWHPCBGE059578, GWHPCBGE061282, GWHPCBGE077621, GWHPCBGE077622, GWHPCBGE078611, GWHPCBGE079268, GWHPCBGE079582, GWHPCBGE081898, GWHPCBGE082366, GWHPCBGE082367, GWHPCBGE083052, GWHPCBGE083652, GWHPCBGE085996	GWHPCBGE001475, GWHPCBGE001499, GWHPCBGE004491, GWHPCBGE004519, GWHPCBGE006404, GWHPCBGE010214, GWHPCBGE014768, GWHPCBGE014791, GWHPCBGE017533, GWHPCBGE017546, GWHPCBGE027104, GWHPCBGE027105, GWHPCBGE030184, GWHPCBGE030844, GWHPCBGE030845, GWHPCBGE031774, GWHPCBGE034722, GWHPCBGE034723, GWHPCBGE035551, GWHPCBGE047610, GWHPCBGE047998, GWHPCBGE049798, GWHPCBGE050090, GWHPCBGE059578, GWHPCBGE061282, GWHPCBGE077621, GWHPCBGE077622, GWHPCBGE078611, GWHPCBGE079268, GWHPCBGE079582, GWHPCBGE081898, GWHPCBGE082366, GWHPCBGE082367, GWHPCBGE083052, GWHPCBGE083652, GWHPCBGE085996
OG0000001	GWHPBDOB007512, GWHPBDOB014335, GWHPBDOB014358, GWHPBDOB014471, GWHPBDOB014706, GWHPBDOB014707, GWHPBDOB014710, GWHPBDOB014713, GWHPBDOB014722, GWHPBDOB014723, GWHPBDOB014726, GWHPBDOB014731, GWHPBDOB014732, GWHPBDOB014733, GWHPBDOB014736, GWHPBDOB014737	GWHPCBGB001057, GWHPCBGB004266, GWHPCBGB058252, GWHPCBGB060031, GWHPCBGB092746, GWHPCBGB092750, GWHPCBGB092752, GWHPCBGB092753, GWHPCBGB092766, GWHPCBGB092767, GWHPCBGB092768, GWHPCBGB092769, GWHPCBGB092770, GWHPCBGB092771, GWHPCBGB092772, GWHPCBGB092773, GWHPCBGB093095, GWHPCBGB093225, GWHPCBGB093264, GWHPCBGB093265, GWHPCBGB094172, GWHPCBGB094176, GWHPCBGB094178, GWHPCBGB094180, GWHPCBGB094184, GWHPCBGB094189, GWHPCBGB094190, GWHPCBGB094202, GWHPCBGB094203, GWHPCBGB094204, GWHPCBGB094205, GWHPCBGB094207, GWHPCBGB094208, GWHPCBGB094209, GWHPCBGB094501, GWHPCBGB094614, GWHPCBGB094641	GWHPBDOA013800, GWHPBDOA013815, GWHPBDOA013816	g20565.t1, g20747.t1, g20802.t1, g20833.t1, g20838.t1, g20838.t2, g20866.t1, g4783.t1	Null	GWHPCBGE000923, GWHPCBGE000924, GWHPCBGE060397, GWHPCBGE060398, GWHPCBGE090511, GWHPCBGE092121, GWHPCBGE092913, GWHPCBGE092916, GWHPCBGE092917, GWHPCBGE092918, GWHPCBGE092919, GWHPCBGE092920, GWHPCBGE092921, GWHPCBGE092922, GWHPCBGE092923, GWHPCBGE092924, GWHPCBGE092925, GWHPCBGE092926, GWHPCBGE092943, GWHPCBGE092945, GWHPCBGE092946, GWHPCBGE092947, GWHPCBGE093084, GWHPCBGE093272, GWHPCBGE093274, GWHPCBGE094414, GWHPCBGE094416, GWHPCBGE094417, GWHPCBGE094420, GWHPCBGE094423, GWHPCBGE094434, GWHPCBGE094570, GWHPCBGE094750, GWHPCBGE094753, GWHPCBGE094755, GWHPCBGE094756, GWHPCBGE094758, GWHPCBGE094759	GWHPCBGE000923, GWHPCBGE000924, GWHPCBGE060397, GWHPCBGE060398, GWHPCBGE090511, GWHPCBGE092121, GWHPCBGE092913, GWHPCBGE092916, GWHPCBGE092917, GWHPCBGE092918, GWHPCBGE092919, GWHPCBGE092920, GWHPCBGE092921, GWHPCBGE092922, GWHPCBGE092923, GWHPCBGE092924, GWHPCBGE092925, GWHPCBGE092926, GWHPCBGE092943, GWHPCBGE092945, GWHPCBGE092946, GWHPCBGE092947, GWHPCBGE093084, GWHPCBGE093272, GWHPCBGE093274, GWHPCBGE094414, GWHPCBGE094416, GWHPCBGE094417, GWHPCBGE094420, GWHPCBGE094423, GWHPCBGE094434, GWHPCBGE094570, GWHPCBGE094750, GWHPCBGE094753, GWHPCBGE094755, GWHPCBGE094756, GWHPCBGE094758, GWHPCBGE094759
OG0000002	GWHPBDOB002178, GWHPBDOB002179, GWHPBDOB002306, GWHPBDOB002307, GWHPBDOB004995, GWHPBDOB004996, GWHPBDOB010052, GWHPBDOB010054, GWHPBDOB010055, GWHPBDOB027260, GWHPBDOB027261, GWHPBDOB027262	GWHPCBGB008283, GWHPCBGB008284, GWHPCBGB008299, GWHPCBGB011804, GWHPCBGB011805, GWHPCBGB011825, GWHPCBGB068435, GWHPCBGB068436, GWHPCBGB068437, GWHPCBGB068438, GWHPCBGB068439, GWHPCBGB068440, GWHPCBGB068441, GWHPCBGB068442, GWHPCBGB071098, GWHPCBGB071099, GWHPCBGB071100, GWHPCBGB071101, GWHPCBGB080738, GWHPCBGB080739, GWHPCBGB080740, GWHPCBGB085056, GWHPCBGB085057, GWHPCBGB085058, GWHPCBGB085059, GWHPCBGB085060, GWHPCBGB085061, GWHPCBGB085062, GWHPCBGB085063, GWHPCBGB085064, GWHPCBGB085065, GWHPCBGB087511, GWHPCBGB089082, GWHPCBGB089083, GWHPCBGB089085, GWHPCBGB089086	GWHPBDOA002335, GWHPBDOA002336, GWHPBDOA005828, GWHPBDOA005829, GWHPBDOA005832, GWHPBDOA018367, GWHPBDOA018368, GWHPBDOA018369, GWHPBDOA018370, GWHPBDOA018813, GWHPBDOA025289, GWHPBDOA025290	g16887.t1, g16888.t1, g16888.t2, g16888.t3, g16888.t4, g16888.t5, g16888.t6, g16888.t7, g1981.t1, g1982.t1, g20421.t1, g20422.t1	KAF9687588.1	GWHPCBGE008041, GWHPCBGE008042, GWHPCBGE008043, GWHPCBGE008057, GWHPCBGE011590, GWHPCBGE011591, GWHPCBGE011611, GWHPCBGE011612, GWHPCBGE069033, GWHPCBGE069034, GWHPCBGE069035, GWHPCBGE069039, GWHPCBGE071694, GWHPCBGE071695, GWHPCBGE071696, GWHPCBGE071703, GWHPCBGE071704, GWHPCBGE081094, GWHPCBGE081096, GWHPCBGE085269, GWHPCBGE085270, GWHPCBGE086847, GWHPCBGE087614, GWHPCBGE087615, GWHPCBGE087616, GWHPCBGE087617, GWHPCBGE087618, GWHPCBGE087619, GWHPCBGE088580, GWHPCBGE089281, GWHPCBGE089282	GWHPCBGE008041, GWHPCBGE008042, GWHPCBGE008043, GWHPCBGE008057, GWHPCBGE011590, GWHPCBGE011591, GWHPCBGE011611, GWHPCBGE011612, GWHPCBGE069033, GWHPCBGE069034, GWHPCBGE069035, GWHPCBGE069039, GWHPCBGE071694, GWHPCBGE071695, GWHPCBGE071696, GWHPCBGE071703, GWHPCBGE071704, GWHPCBGE081094, GWHPCBGE081096, GWHPCBGE085269, GWHPCBGE085270, GWHPCBGE086847, GWHPCBGE087614, GWHPCBGE087615, GWHPCBGE087616, GWHPCBGE087617, GWHPCBGE087618, GWHPCBGE087619, GWHPCBGE088580, GWHPCBGE089281, GWHPCBGE089282
OG0000003	Null	GWHPCBGB020364	GWHPBDOA008579, GWHPBDOA009168, GWHPBDOA017696	Null	Null	GWHPCBGE027052, GWHPCBGE027053, GWHPCBGE027054, GWHPCBGE027055, GWHPCBGE027056, GWHPCBGE027057, GWHPCBGE027059, GWHPCBGE027060, GWHPCBGE027061, GWHPCBGE027063, GWHPCBGE027064, GWHPCBGE027065, GWHPCBGE027066, GWHPCBGE027067, GWHPCBGE027068, GWHPCBGE027069, GWHPCBGE027070, GWHPCBGE027071, GWHPCBGE027072, GWHPCBGE027074, GWHPCBGE027075, GWHPCBGE027077, GWHPCBGE027078, GWHPCBGE032052, GWHPCBGE032053, GWHPCBGE035410, GWHPCBGE043875, GWHPCBGE046469, GWHPCBGE048169, GWHPCBGE054046, GWHPCBGE056988, GWHPCBGE064262, GWHPCBGE064263, GWHPCBGE064266, GWHPCBGE073883, GWHPCBGE073884, GWHPCBGE073885, GWHPCBGE073886, GWHPCBGE073887, GWHPCBGE073888, GWHPCBGE073890, GWHPCBGE073891, GWHPCBGE073892, GWHPCBGE073893, GWHPCBGE073895, GWHPCBGE073896, GWHPCBGE073897, GWHPCBGE073898, GWHPCBGE073899, GWHPCBGE073900, GWHPCBGE073902, GWHPCBGE073903, GWHPCBGE073904, GWHPCBGE073905, GWHPCBGE073907, GWHPCBGE073908, GWHPCBGE073909, GWHPCBGE074240, GWHPCBGE074241, GWHPCBGE079215, GWHPCBGE081585, GWHPCBGE085695, GWHPCBGE091074, GWHPCBGE091075	GWHPCBGE027052, GWHPCBGE027053, GWHPCBGE027054, GWHPCBGE027055, GWHPCBGE027056, GWHPCBGE027057, GWHPCBGE027059, GWHPCBGE027060, GWHPCBGE027061, GWHPCBGE027063, GWHPCBGE027064, GWHPCBGE027065, GWHPCBGE027066, GWHPCBGE027067, GWHPCBGE027068, GWHPCBGE027069, GWHPCBGE027070, GWHPCBGE027071, GWHPCBGE027072, GWHPCBGE027074, GWHPCBGE027075, GWHPCBGE027077, GWHPCBGE027078, GWHPCBGE032052, GWHPCBGE032053, GWHPCBGE035410, GWHPCBGE043875, GWHPCBGE046469, GWHPCBGE048169, GWHPCBGE054046, GWHPCBGE056988, GWHPCBGE064262, GWHPCBGE064263, GWHPCBGE064266, GWHPCBGE073883, GWHPCBGE073884, GWHPCBGE073885, GWHPCBGE073886, GWHPCBGE073887, GWHPCBGE073888, GWHPCBGE073890, GWHPCBGE073891, GWHPCBGE073892, GWHPCBGE073893, GWHPCBGE073895, GWHPCBGE073896, GWHPCBGE073897, GWHPCBGE073898, GWHPCBGE073899, GWHPCBGE073900, GWHPCBGE073902, GWHPCBGE073903, GWHPCBGE073904, GWHPCBGE073905, GWHPCBGE073907, GWHPCBGE073908, GWHPCBGE073909, GWHPCBGE074240, GWHPCBGE074241, GWHPCBGE079215, GWHPCBGE081585, GWHPCBGE085695, GWHPCBGE091074, GWHPCBGE091075
OG0000004	Null	GWHPCBGB051124, GWHPCBGB051125, GWHPCBGB051128, GWHPCBGB054665, GWHPCBGB054666, GWHPCBGB054669, GWHPCBGB058869, GWHPCBGB058870, GWHPCBGB058871, GWHPCBGB058872, GWHPCBGB058873, GWHPCBGB058874, GWHPCBGB058875, GWHPCBGB058876, GWHPCBGB058877, GWHPCBGB059221, GWHPCBGB059223, GWHPCBGB060551, GWHPCBGB060552, GWHPCBGB060553, GWHPCBGB060554, GWHPCBGB060555, GWHPCBGB060556, GWHPCBGB060557, GWHPCBGB060838, GWHPCBGB081092, GWHPCBGB081093, GWHPCBGB081094, GWHPCBGB081095, GWHPCBGB081096, GWHPCBGB085388	GWHPBDOA002551, GWHPBDOA002558, GWHPBDOA002559, GWHPBDOA002560, GWHPBDOA013365, GWHPBDOA016733, GWHPBDOA016734, GWHPBDOA016735, GWHPBDOA016737, GWHPBDOA016740, GWHPBDOA016741, GWHPBDOA016919, GWHPBDOA016920	g11445.t1, g2170.t1, g2170.t2, g4458.t1, g4458.t2, g4459.t1, g4460.t1, g4460.t2, g4461.t1, g4462.t1, g4463.t1	KAF9666868.1, KAF9666876.1, KAF9666878.1, KAF9666879.1, KAF9672903.1, KAF9672906.1, KAF9672907.1, KAF9672909.1, KAF9672910.1, KAF9672911.1, KAF9673298.1, KAF9673299.1	GWHPCBGE051449, GWHPCBGE055018, GWHPCBGE055020, GWHPCBGE055021, GWHPCBGE059138, GWHPCBGE059139, GWHPCBGE059140, GWHPCBGE059141, GWHPCBGE059142, GWHPCBGE059143, GWHPCBGE059144, GWHPCBGE059148, GWHPCBGE059149, GWHPCBGE059151, GWHPCBGE059152, GWHPCBGE059482, GWHPCBGE060891, GWHPCBGE060892, GWHPCBGE060893, GWHPCBGE060894, GWHPCBGE060895, GWHPCBGE061203, GWHPCBGE081485, GWHPCBGE081486, GWHPCBGE081487, GWHPCBGE081488, GWHPCBGE085596	GWHPCBGE051449, GWHPCBGE055018, GWHPCBGE055020, GWHPCBGE055021, GWHPCBGE059138, GWHPCBGE059139, GWHPCBGE059140, GWHPCBGE059141, GWHPCBGE059142, GWHPCBGE059143, GWHPCBGE059144, GWHPCBGE059148, GWHPCBGE059149, GWHPCBGE059151, GWHPCBGE059152, GWHPCBGE059482, GWHPCBGE060891, GWHPCBGE060892, GWHPCBGE060893, GWHPCBGE060894, GWHPCBGE060895, GWHPCBGE061203, GWHPCBGE081485, GWHPCBGE081486, GWHPCBGE081487, GWHPCBGE081488, GWHPCBGE085596
OG0000005	GWHPBDOB001366, GWHPBDOB002674, GWHPBDOB015293	Null	GWHPBDOA000118, GWHPBDOA000146, GWHPBDOA000181, GWHPBDOA000186, GWHPBDOA000187, GWHPBDOA000318, GWHPBDOA000349, GWHPBDOA000442, GWHPBDOA000482, GWHPBDOA000852, GWHPBDOA001219, GWHPBDOA001613, GWHPBDOA001861, GWHPBDOA002003, GWHPBDOA002063, GWHPBDOA002369, GWHPBDOA002421, GWHPBDOA002575, GWHPBDOA002903, GWHPBDOA003473, GWHPBDOA003560, GWHPBDOA003886, GWHPBDOA004080, GWHPBDOA004429, GWHPBDOA004531, GWHPBDOA004539, GWHPBDOA005385, GWHPBDOA005719, GWHPBDOA005847, GWHPBDOA005931, GWHPBDOA006179, GWHPBDOA006794, GWHPBDOA007943, GWHPBDOA008310, GWHPBDOA008492, GWHPBDOA008633, GWHPBDOA008647, GWHPBDOA010610, GWHPBDOA010736, GWHPBDOA010745, GWHPBDOA010810, GWHPBDOA012467, GWHPBDOA012499, GWHPBDOA013396, GWHPBDOA013606, GWHPBDOA013675, GWHPBDOA013780, GWHPBDOA013788, GWHPBDOA013804, GWHPBDOA013809, GWHPBDOA013814, GWHPBDOA013820, GWHPBDOA014292, GWHPBDOA014358, GWHPBDOA014411, GWHPBDOA014415, GWHPBDOA014468, GWHPBDOA014469, GWHPBDOA015157, GWHPBDOA015700, GWHPBDOA016045, GWHPBDOA016270, GWHPBDOA016451, GWHPBDOA016452, GWHPBDOA016461, GWHPBDOA016471, GWHPBDOA016485, GWHPBDOA016598, GWHPBDOA016959, GWHPBDOA017005, GWHPBDOA017454, GWHPBDOA017548, GWHPBDOA018005, GWHPBDOA018692, GWHPBDOA018803, GWHPBDOA018866, GWHPBDOA018997, GWHPBDOA019005, GWHPBDOA019117, GWHPBDOA019121, GWHPBDOA019130, GWHPBDOA019877, GWHPBDOA019894, GWHPBDOA020276, GWHPBDOA022252, GWHPBDOA022326, GWHPBDOA022405, GWHPBDOA022488, GWHPBDOA022853, GWHPBDOA022986, GWHPBDOA023469, GWHPBDOA024252, GWHPBDOA024398, GWHPBDOA024559, GWHPBDOA024670, GWHPBDOA024688, GWHPBDOA024959, GWHPBDOA025608, GWHPBDOA025878, GWHPBDOA026008, GWHPBDOA026165, GWHPBDOA027052	g17594.t1	KAF9660817.1, KAF9660890.1, KAF9661067.1, KAF9662593.1, KAF9665396.1, KAF9670716.1, KAF9678700.1, KAF9683326.1, KAF9684161.1, KAF9689267.1	Null	
OG0000006	GWHPBDOB014932, GWHPBDOB014933, GWHPBDOB014935, GWHPBDOB014949, GWHPBDOB014950, GWHPBDOB014964, GWHPBDOB014965, GWHPBDOB014967, GWHPBDOB014999	GWHPCBGB062420, GWHPCBGB062421, GWHPCBGB062422, GWHPCBGB062423, GWHPCBGB062477, GWHPCBGB062478, GWHPCBGB062479, GWHPCBGB062481, GWHPCBGB062484, GWHPCBGB062497, GWHPCBGB062499, GWHPCBGB064078, GWHPCBGB064079, GWHPCBGB064132, GWHPCBGB064134, GWHPCBGB064135, GWHPCBGB064136, GWHPCBGB064137, GWHPCBGB064150	GWHPBDOA000018, GWHPBDOA000020, GWHPBDOA000023, GWHPBDOA026220, GWHPBDOA026250, GWHPBDOA026254, GWHPBDOA026259, GWHPBDOA026262	g26050.t1, g26077.t1, g26078.t1, g26079.t1, g26081.t1, g26092.t1, g26093.t1	KAF9660581.1, KAF9671832.1, KAF9671834.1, KAF9671838.1, KAF9671841.1, KAF9671872.1, KAF9671873.1, KAF9671874.1, KAF9671885.1, KAF9671887.1, KAF9671890.1	GWHPCBGE062819, GWHPCBGE062821, GWHPCBGE062824, GWHPCBGE062826, GWHPCBGE062829, GWHPCBGE062830, GWHPCBGE062834, GWHPCBGE062836, GWHPCBGE062840, GWHPCBGE062841, GWHPCBGE062844, GWHPCBGE062847, GWHPCBGE062904, GWHPCBGE062905, GWHPCBGE062906, GWHPCBGE062907, GWHPCBGE062924, GWHPCBGE062926, GWHPCBGE062929, GWHPCBGE062931, GWHPCBGE062938, GWHPCBGE062945, GWHPCBGE064483, GWHPCBGE064545, GWHPCBGE064547, GWHPCBGE064550, GWHPCBGE064552, GWHPCBGE064554, GWHPCBGE064555, GWHPCBGE064557, GWHPCBGE064578	GWHPCBGE062819, GWHPCBGE062821, GWHPCBGE062824, GWHPCBGE062826, GWHPCBGE062829, GWHPCBGE062830, GWHPCBGE062834, GWHPCBGE062836, GWHPCBGE062840, GWHPCBGE062841, GWHPCBGE062844, GWHPCBGE062847, GWHPCBGE062904, GWHPCBGE062905, GWHPCBGE062906, GWHPCBGE062907, GWHPCBGE062924, GWHPCBGE062926, GWHPCBGE062929, GWHPCBGE062931, GWHPCBGE062938, GWHPCBGE062945, GWHPCBGE064483, GWHPCBGE064545, GWHPCBGE064547, GWHPCBGE064550, GWHPCBGE064552, GWHPCBGE064554, GWHPCBGE064555, GWHPCBGE064557, GWHPCBGE064578
OG0000007	GWHPBDOB005685, GWHPBDOB005687, GWHPBDOB005689, GWHPBDOB005691, GWHPBDOB005693, GWHPBDOB005695, GWHPBDOB005699, GWHPBDOB015667, GWHPBDOB022657, GWHPBDOB022659, GWHPBDOB022660, GWHPBDOB022662, GWHPBDOB022663, GWHPBDOB022673, GWHPBDOB023627, GWHPBDOB023628, GWHPBDOB023629, GWHPBDOB023631	GWHPCBGB039085, GWHPCBGB039086, GWHPCBGB039093, GWHPCBGB040746, GWHPCBGB040747, GWHPCBGB040753, GWHPCBGB040778, GWHPCBGB062994, GWHPCBGB073302, GWHPCBGB073303, GWHPCBGB073304, GWHPCBGB073305, GWHPCBGB075443, GWHPCBGB075444, GWHPCBGB075445, GWHPCBGB075446, GWHPCBGB086216, GWHPCBGB086221, GWHPCBGB086223, GWHPCBGB086228, GWHPCBGB086234, GWHPCBGB086238, GWHPCBGB086249, GWHPCBGB086251, GWHPCBGB086253, GWHPCBGB088029, GWHPCBGB088032, GWHPCBGB088037, GWHPCBGB088041	GWHPBDOA019471	g15591.t1, g15592.t1, g15592.t2, g15592.t3, g25210.t1	KAF9665206.1, KAF9667372.1, KAF9667373.1, KAF9667374.1, KAF9667375.1	GWHPCBGE039453, GWHPCBGE039456, GWHPCBGE039457, GWHPCBGE039459, GWHPCBGE041211, GWHPCBGE041215, GWHPCBGE073723, GWHPCBGE073724, GWHPCBGE073725, GWHPCBGE073726, GWHPCBGE073727, GWHPCBGE075716, GWHPCBGE075718, GWHPCBGE086429, GWHPCBGE086431, GWHPCBGE086432, GWHPCBGE088143, GWHPCBGE088147, GWHPCBGE088164, GWHPCBGE088165, GWHPCBGE088169, GWHPCBGE088170, GWHPCBGE088178, GWHPCBGE088181, GWHPCBGE088182, GWHPCBGE088183	GWHPCBGE039453, GWHPCBGE039456, GWHPCBGE039457, GWHPCBGE039459, GWHPCBGE041211, GWHPCBGE041215, GWHPCBGE073723, GWHPCBGE073724, GWHPCBGE073725, GWHPCBGE073726, GWHPCBGE073727, GWHPCBGE075716, GWHPCBGE075718, GWHPCBGE086429, GWHPCBGE086431, GWHPCBGE086432, GWHPCBGE088143, GWHPCBGE088147, GWHPCBGE088164, GWHPCBGE088165, GWHPCBGE088169, GWHPCBGE088170, GWHPCBGE088178, GWHPCBGE088181, GWHPCBGE088182, GWHPCBGE088183
OG0000008	GWHPBDOB007550, GWHPBDOB008155, GWHPBDOB010266, GWHPBDOB010821, GWHPBDOB010839, GWHPBDOB017524, GWHPBDOB022955, GWHPBDOB024775	GWHPCBGB000411, GWHPCBGB000412, GWHPCBGB003759, GWHPCBGB003760, GWHPCBGB006709, GWHPCBGB006739, GWHPCBGB007873, GWHPCBGB010441, GWHPCBGB010465, GWHPCBGB011412, GWHPCBGB016033, GWHPCBGB016034, GWHPCBGB018599, GWHPCBGB018600, GWHPCBGB024466, GWHPCBGB024467, GWHPCBGB026725, GWHPCBGB026754, GWHPCBGB027758, GWHPCBGB027759, GWHPCBGB027760, GWHPCBGB029672, GWHPCBGB029695, GWHPCBGB037652, GWHPCBGB038745, GWHPCBGB039546, GWHPCBGB040438, GWHPCBGB040439, GWHPCBGB069335, GWHPCBGB071837	GWHPBDOA005066, GWHPBDOA005607, GWHPBDOA008307, GWHPBDOA020348	g14503.t1, g14504.t1, g16439.t1, g24405.t1, g24433.t1, g25014.t1, g2891.t1, g3980.t1, g3997.t1, g7481.t1, g8001.t1, g8018.t1, g9713.t1, g9715.t1	KAF9678222.1, KAF9683111.1, KAF9686451.1, KAF9686452.1, KAF9686750.1, KAF9686768.1, KAF9687342.1, KAF9688678.1	GWHPCBGE000364, GWHPCBGE000365, GWHPCBGE003509, GWHPCBGE003511, GWHPCBGE006479, GWHPCBGE006514, GWHPCBGE010276, GWHPCBGE010296, GWHPCBGE015984, GWHPCBGE018448, GWHPCBGE018449, GWHPCBGE024607, GWHPCBGE026985, GWHPCBGE027016, GWHPCBGE028075, GWHPCBGE030099, GWHPCBGE030126, GWHPCBGE037969, GWHPCBGE039072, GWHPCBGE039938, GWHPCBGE040881, GWHPCBGE069953, GWHPCBGE072468	GWHPCBGE000364, GWHPCBGE000365, GWHPCBGE003509, GWHPCBGE003511, GWHPCBGE006479, GWHPCBGE006514, GWHPCBGE010276, GWHPCBGE010296, GWHPCBGE015984, GWHPCBGE018448, GWHPCBGE018449, GWHPCBGE024607, GWHPCBGE026985, GWHPCBGE027016, GWHPCBGE028075, GWHPCBGE030099, GWHPCBGE030126, GWHPCBGE037969, GWHPCBGE039072, GWHPCBGE039938, GWHPCBGE040881, GWHPCBGE069953, GWHPCBGE072468
